"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-04-12 00:00:01,0,4.46592,3.05832,2.0391,8.079,0.6838,6.8768686556519,32.2018
"2",2024-04-12 00:00:05,0,4.46753,3.05832,2.0513,8.079,0.7082,6.88460648849782,32.2002
"3",2024-04-12 00:00:10,0,4.46753,3.05832,2.0391,8.079,0.6838,6.8764769137571,32.2002
"4",2024-04-12 00:00:15,0,4.46673,3.05832,2.0513,8.079,0.7326,6.86855278716824,32.201
"5",2024-04-12 00:00:20,0,4.46673,3.05832,2.0513,8.079,0.6716,6.87667133682639,32.201
"6",2024-04-12 00:00:25,0,4.46673,3.05832,2.0391,8.079,0.6716,6.87667133682639,32.201
"7",2024-04-12 00:00:30,0,4.46505,3.058219,2.0391,8.079,0.696,6.86901930760733,32.2014
"8",2024-04-12 00:00:35,0,4.46505,3.058219,2.0391,8.079,0.6593,6.86901930760733,32.2014
"9",2024-04-12 00:00:40,0,4.46338,3.05832,2.0513,8.079,0.696,6.87748784790145,32.2043
"10",2024-04-12 00:00:45,0,4.46258,3.058219,2.0513,8.079,0.696,6.8777373868439,32.2039
"11",2024-04-12 00:00:50,0,4.4609,3.058121,2.0513,8.079,0.7082,6.8700842188038,32.2043
"12",2024-04-12 00:00:55,0,4.4609,3.058121,2.0391,8.079,0.6471,6.8700842188038,32.2043
"13",2024-04-12 00:01:00,0,4.4609,3.058023,2.0513,8.079,0.6838,6.87825502645076,32.2032
"14",2024-04-12 00:01:05,0,4.45756,3.058023,2.0391,8.079,0.7204,6.87906886719611,32.2065
"15",2024-04-12 00:01:10,0,4.45756,3.058023,2.0391,8.079,0.6716,6.87906886719611,32.2065
"16",2024-04-12 00:01:15,0,4.45669,3.057921,2.0513,8.079,0.6593,6.87121709343989,32.2061
"17",2024-04-12 00:01:20,0,4.45502,3.057823,2.0513,8.079,0.6716,6.87979849557932,32.2066
"18",2024-04-12 00:01:25,0,4.45669,3.057823,2.0513,8.079,0.696,6.87126754078505,32.205
"19",2024-04-12 00:01:30,0,4.46004,3.057722,2.0269,8.079,0.7204,6.87050672680751,32.2005
"20",2024-04-12 00:01:35,0,4.4609,3.057722,2.0391,8.079,0.7082,6.87029514081252,32.1997
"21",2024-04-12 00:01:40,0,4.46258,3.057624,2.0513,8.079,0.7204,6.86993855809627,32.1969
"22",2024-04-12 00:01:45,0,4.46592,3.057522,2.0513,8.079,0.6838,6.86917621537391,32.1925
"23",2024-04-12 00:01:50,0,4.46592,3.057624,2.0513,8.079,0.6838,6.869121202872,32.1937
"24",2024-04-12 00:01:55,0,4.46592,3.057624,2.0513,8.079,0.7204,6.869121202872,32.1937
"25",2024-04-12 00:02:00,0,4.46592,3.057722,2.0513,8.079,0.6838,6.86907077512686,32.1948
"26",2024-04-12 00:02:05,0,4.46505,3.057722,2.0513,8.079,0.7326,6.87740460475299,32.1956
"27",2024-04-12 00:02:10,0,4.46505,3.057722,2.0391,8.079,0.7082,6.86928520352086,32.1956
"28",2024-04-12 00:02:15,0,4.46171,3.057823,2.0513,8.079,0.7082,6.87004297410344,32.2001
"29",2024-04-12 00:02:20,0,4.45756,3.057823,2.0391,8.079,0.6716,6.87105762641571,32.2041
"30",2024-04-12 00:02:25,0,4.45502,3.057722,2.0513,8.079,0.7448,6.87985359854735,32.2054
"31",2024-04-12 00:02:30,0,4.45502,3.057823,2.0269,8.079,0.696,6.87167635245001,32.2066
"32",2024-04-12 00:02:35,0,4.45421,3.057722,2.0513,8.079,0.7082,6.86381733028487,32.2062
"33",2024-04-12 00:02:40,0,4.45334,3.057722,2.0513,8.079,0.7082,6.87213853523596,32.2071
"34",2024-04-12 00:02:45,0,4.45254,3.057522,2.0391,8.079,0.696,6.88056597783169,32.2055
"35",2024-04-12 00:02:50,0,4.45167,3.057424,2.0513,8.079,0.6838,6.8727079606465,32.2052
"36",2024-04-12 00:02:55,0,4.45087,3.057326,2.0513,8.079,0.6716,6.87295276702757,32.2049
"37",2024-04-12 00:03:00,0,4.45087,3.057326,2.0391,8.079,0.7326,6.88107638391591,32.2049
"38",2024-04-12 00:03:05,0,4.45006,3.057225,2.0513,8.079,0.6838,6.87320505959629,32.2045
"39",2024-04-12 00:03:10,0,4.44839,3.057127,2.0391,8.079,0.7814,6.87366447504276,32.205
"40",2024-04-12 00:03:15,0,4.44671,3.057127,2.0513,8.079,0.6716,6.87407634281905,32.2066
"41",2024-04-12 00:03:20,0,4.44585,3.057025,2.0513,8.079,0.6838,6.8743385393738,32.2063
"42",2024-04-12 00:03:25,0,4.44752,3.056927,2.0513,8.079,0.696,6.87398460101586,32.2035
"43",2024-04-12 00:03:30,0,4.44839,3.056829,2.0513,8.079,0.696,6.87382505859575,32.2015
"44",2024-04-12 00:03:35,0,4.45006,3.056829,2.0513,8.079,0.7204,6.87341609604483,32.1999
"45",2024-04-12 00:03:40,0,4.44839,3.056728,2.0391,8.079,0.7204,6.87388011666546,32.2003
"46",2024-04-12 00:03:45,0,4.44839,3.056728,2.0513,8.079,0.7204,6.87388011666546,32.2003
"47",2024-04-12 00:03:50,0,4.44839,3.05663,2.0391,8.079,0.696,6.87393058694469,32.1992
"48",2024-04-12 00:03:55,0,4.44671,3.05663,2.0513,8.079,0.696,6.87434247434579,32.2008
"49",2024-04-12 00:04:00,0,4.44417,3.05663,2.0513,8.079,0.7326,6.87496154845336,32.2033
"50",2024-04-12 00:04:05,0,4.4425,3.05663,2.0391,8.079,0.7082,6.87537061843019,32.2049
"51",2024-04-12 00:04:10,0,4.44169,3.056528,2.0513,8.079,0.7082,6.87561842596975,32.2046
"52",2024-04-12 00:04:15,0,4.44083,3.05643,2.0513,8.079,0.6838,6.86776487995481,32.2043
"53",2024-04-12 00:04:20,0,4.44169,3.05643,2.0635,8.079,0.6593,6.86755792687803,32.2034
"54",2024-04-12 00:04:25,0,4.44337,3.056329,2.0391,8.079,0.7204,6.87531659262862,32.2006
"55",2024-04-12 00:04:30,0,4.44417,3.056329,2.0391,8.079,0.6838,6.86700722316119,32.1998
"56",2024-04-12 00:04:35,0,4.44417,3.056231,2.0513,8.079,0.7326,6.86705764470716,32.1987
"57",2024-04-12 00:04:40,0,4.44337,3.056133,2.0391,8.079,0.696,6.87542214818062,32.1983
"58",2024-04-12 00:04:45,0,4.44169,3.056133,2.0513,8.079,0.9158,6.87583414064959,32.1999
"59",2024-04-12 00:04:50,0,4.44002,3.056133,2.0635,8.079,0.7082,6.87623868202751,32.2016
"60",2024-04-12 00:04:55,0,4.43915,3.056133,2.0391,8.079,0.6838,6.87645337266203,32.2024
"61",2024-04-12 00:05:00,0,4.43915,3.056031,2.0391,8.079,0.6593,6.87650845593194,32.2012
"62",2024-04-12 00:05:05,0,4.44083,3.056031,2.0513,8.079,0.7082,6.86798034974113,32.1996
"63",2024-04-12 00:05:10,0,4.44083,3.055933,2.0513,8.079,0.7082,6.86803077980263,32.1985
"64",2024-04-12 00:05:15,0,4.43748,3.055933,2.0513,8.079,0.6838,6.87696813136461,32.2017
"65",2024-04-12 00:05:20,0,4.43835,3.055933,2.0513,8.079,0.7082,6.87675342180726,32.2009
"66",2024-04-12 00:05:25,0,4.43748,3.055933,2.0635,8.079,0.7204,6.87696813136461,32.2017
"67",2024-04-12 00:05:30,0,4.43581,3.055933,2.0513,8.079,0.7082,6.87737275075276,32.2034
"68",2024-04-12 00:05:35,0,4.43333,3.055832,2.0391,8.079,0.7204,6.87803449056345,32.2046
"69",2024-04-12 00:05:40,0,4.43085,3.055832,2.0635,8.079,0.7204,6.87052221424711,32.207
"70",2024-04-12 00:05:45,0,4.42998,3.055734,2.0513,8.079,0.696,6.87890649316473,32.2067
"71",2024-04-12 00:05:50,0,4.42831,3.055734,2.0391,8.079,0.6716,6.87119148983982,32.2084
"72",2024-04-12 00:05:55,0,4.42831,3.055734,2.0513,8.079,0.6838,6.87119148983982,32.2084
"73",2024-04-12 00:06:00,0,4.42917,3.055734,2.0513,8.079,0.6838,6.87098441594611,32.2075
"74",2024-04-12 00:06:05,0,4.42917,3.055534,2.0513,8.079,0.696,6.8710899172507,32.2052
"75",2024-04-12 00:06:10,0,4.43085,3.055534,2.0391,8.079,0.7082,6.87067816063055,32.2036
"76",2024-04-12 00:06:15,0,4.43165,3.055534,2.0513,8.079,0.7082,6.87048384339681,32.2028
"77",2024-04-12 00:06:20,0,4.43333,3.055534,2.0513,8.079,0.7448,6.87007671523998,32.2011
"78",2024-04-12 00:06:25,0,4.43333,3.055534,2.0391,8.079,0.7204,6.87007671523998,32.2011
"79",2024-04-12 00:06:30,0,4.43252,3.055534,2.0513,8.079,0.7082,6.87027390656831,32.2019
"80",2024-04-12 00:06:35,0,4.43085,3.055632,2.0391,8.079,0.7448,6.87062770700693,32.2047
"81",2024-04-12 00:06:40,0,4.42917,3.055632,2.0391,8.079,0.757,6.87103945990574,32.2063
"82",2024-04-12 00:06:45,0,4.42496,3.055632,2.0391,8.079,0.6838,6.88018343741459,32.2105
"83",2024-04-12 00:06:50,0,4.42248,3.055633,2.0513,8.079,0.7082,6.86455862928147,32.2129
"84",2024-04-12 00:06:55,0,4.41994,3.055734,2.0513,8.079,0.757,6.87323748116214,32.2165
"85",2024-04-12 00:07:00,0,4.41913,3.055734,2.0513,8.079,0.8181,6.87343477775689,32.2173
"86",2024-04-12 00:07:05,0,4.41746,3.055633,2.0391,8.079,0.7448,6.87389431967085,32.2178
"87",2024-04-12 00:07:10,0,4.41832,3.055534,2.0513,8.079,0.696,6.86562611953223,32.2158
"88",2024-04-12 00:07:15,0,4.41746,3.055436,2.0513,8.079,0.7448,6.8739998758207,32.2155
"89",2024-04-12 00:07:20,0,4.41498,3.055436,2.0513,8.079,0.7204,6.87460631066999,32.2179
"90",2024-04-12 00:07:25,0,4.41163,3.055335,2.0513,8.079,0.7082,6.86736449722386,32.22
"91",2024-04-12 00:07:30,0,4.40828,3.055335,2.0391,8.079,0.7082,6.87629473764423,32.2233
"92",2024-04-12 00:07:35,0,4.40741,3.055237,2.0513,8.079,0.7204,6.87655998650487,32.223
"93",2024-04-12 00:07:40,0,4.40493,3.055136,2.0513,8.079,0.7326,6.8691062773729,32.2242
"94",2024-04-12 00:07:45,0,4.40245,3.055038,2.0513,8.079,0.757,6.8697628071694,32.2255
"95",2024-04-12 00:07:50,0,4.40078,3.054939,2.0513,8.079,0.7204,6.8702221690107,32.226
"96",2024-04-12 00:07:55,0,4.3991,3.054639,2.0513,8.079,0.757,6.87079456596328,32.2241
"97",2024-04-12 00:08:00,0,4.39823,3.054541,2.0513,8.079,0.7814,6.87105962783685,32.2238
"98",2024-04-12 00:08:05,0,4.39991,3.054341,2.0513,8.079,0.8181,6.87075329929421,32.2199
"99",2024-04-12 00:08:10,0,4.39991,3.054341,2.0513,8.079,0.7082,6.87887071450187,32.2199
"100",2024-04-12 00:08:15,0,4.39991,3.05424,2.0513,8.079,0.7326,6.87080835458092,32.2187
"101",2024-04-12 00:08:20,0,4.39823,3.054142,2.0513,8.079,0.7326,6.87127068783845,32.2192
"102",2024-04-12 00:08:25,0,4.39656,3.054044,2.0513,8.079,0.757,6.87173016873508,32.2197
"103",2024-04-12 00:08:30,0,4.39408,3.054044,2.0513,8.079,0.7204,6.87233651247534,32.2221
