"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-04-11 00:00:05,0,22.07953,-0.000103,6.9963,7.022,0.1465,NA,0
"2",2024-04-11 00:00:10,0,22.07953,-0.000103,6.9963,7.022,0.1465,NA,0
"3",2024-04-11 00:00:15,0,22.07887,-4e-06,6.9963,7.022,0.1587,NA,0
"4",2024-04-11 00:00:20,0,22.07825,-0.000103,6.9841,7.022,0.1465,NA,0
"5",2024-04-11 00:00:25,0,22.07825,-0.000103,6.9719,7.022,0.1465,5.57468810297838,0
"6",2024-04-11 00:00:30,0,22.07758,-0.000103,6.9963,7.022,0.1465,8.04335128061111,0
"7",2024-04-11 00:00:35,0,22.07696,-0.000103,6.9841,7.022,0.1465,4.80215594451138,0
"8",2024-04-11 00:00:39,0,22.07696,-0.000103,6.9963,7.018,0.1465,10.6108943866658,0
"9",2024-04-11 00:00:45,0,22.07629,-0.000103,6.9963,7.022,0.1465,NA,0
"10",2024-04-11 00:00:49,0,22.07567,-0.000103,6.9841,7.022,0.1587,NA,0
"11",2024-04-11 00:00:54,0,22.07567,-0.000103,6.9963,7.022,0.1465,4.79055983165049,0
"12",2024-04-11 00:00:59,0,22.07501,-0.000103,6.9963,7.022,0.1465,5.49764987304339,0
"13",2024-04-11 00:01:04,0,22.07439,-0.000103,6.9963,7.022,0.1465,4.87427056561317,0
"14",2024-04-11 00:01:10,0,22.07439,-0.000103,7.0085,7.022,0.1465,4.55598197151599,0
"15",2024-04-11 00:01:15,0,22.07372,-0.000103,6.9963,7.018,0.1465,11.2233850832969,0
"16",2024-04-11 00:01:20,0,22.0731,-0.000103,6.9963,7.022,0.1465,5.65482433488893,0
"17",2024-04-11 00:01:24,0,22.0731,-0.000103,6.9963,7.022,0.1587,4.21113538017565,0
"18",2024-04-11 00:01:30,0,22.07248,-0.000103,6.9841,7.022,0.1465,11.8708648829387,0
"19",2024-04-11 00:01:35,0,22.07248,-0.000103,6.9963,7.022,0.1465,4.39842625288476,0
"20",2024-04-11 00:01:40,0,22.07181,-0.000103,6.9963,7.022,0.1465,4.7501281283159,0
