"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-04-14 00:00:01,0,4.05384,2.952882,2.2955,8.105,3.5653,9.06503594579853,31.3679
"2",2024-04-14 00:00:06,0,4.05471,2.952982,2.3077,8.105,3.602,NA,31.3682
"3",2024-04-14 00:00:11,0,4.05471,2.953082,2.3077,8.105,3.9927,2.67870607996232,31.3694
"4",2024-04-14 00:00:16,0,4.05552,2.953281,2.2955,8.105,3.8217,5.79132311966823,31.371
"5",2024-04-14 00:00:21,0,4.05552,2.953281,2.3077,8.105,3.7118,4.94157636783906,31.371
"6",2024-04-14 00:00:26,0,4.0572,2.953378,2.2955,8.105,4.0415,7.32445858615765,31.3705
"7",2024-04-14 00:00:31,0,4.05808,2.953478,2.2955,8.105,3.6508,6.04371396294368,31.3708
"8",2024-04-14 00:00:36,0,4.05889,2.953478,2.2955,8.105,3.7851,NA,31.3701
"9",2024-04-14 00:00:41,0,4.05976,2.953677,2.2955,8.105,3.5287,NA,31.3716
"10",2024-04-14 00:00:46,0,4.06057,2.953777,2.2955,8.105,3.6996,13.4472288103977,31.372
"11",2024-04-14 00:00:51,0,4.06225,2.953877,2.2955,8.109,3.7118,NA,31.3715
"12",2024-04-14 00:00:56,0,4.06144,2.953977,2.2833,8.109,3.6508,NA,31.3735
"13",2024-04-14 00:01:01,0,4.06057,2.954076,2.2833,8.105,3.663,NA,31.3755
"14",2024-04-14 00:01:06,0,4.05976,2.954176,2.2955,8.105,3.6874,NA,31.3774
"15",2024-04-14 00:01:11,0,4.05976,2.954273,2.2955,8.109,3.7241,11.1289558105554,31.3785
"16",2024-04-14 00:01:16,0,4.0572,2.954373,2.2833,8.105,3.8584,NA,31.3822
"17",2024-04-14 00:01:21,0,4.0572,2.954472,2.2833,8.105,4.1758,6.4047445467906,31.3833
"18",2024-04-14 00:01:26,0,4.05889,2.954572,2.2955,8.109,3.9316,9.06220528818866,31.3829
"19",2024-04-14 00:01:31,0,4.06057,2.954672,2.2955,8.109,3.8828,NA,31.3824
"20",2024-04-14 00:01:36,0,4.06313,2.954772,2.2955,8.105,3.9438,6.70178607428274,31.3812
"21",2024-04-14 00:01:41,0,4.06481,2.954772,2.2955,8.105,3.8462,14.3648013901761,31.3796
"22",2024-04-14 00:01:46,0,4.06481,2.954872,2.2955,8.109,3.7363,9.72469299637542,31.3807
"23",2024-04-14 00:01:51,0,4.06649,2.954872,2.2955,8.105,3.8706,3.0575975204226,31.3791
"24",2024-04-14 00:01:56,0,4.06562,2.954872,2.2833,8.105,3.8828,NA,31.38
"25",2024-04-14 00:02:01,0,4.06731,2.954971,2.2955,8.109,3.6508,9.1161000868349,31.3795
"26",2024-04-14 00:02:06,0,4.06562,2.954971,2.2955,8.109,4.0171,6.03437651566354,31.3811
"27",2024-04-14 00:02:11,0,4.06562,2.955171,2.2955,8.105,3.9927,11.8906327072563,31.3835
"28",2024-04-14 00:02:16,0,4.06562,2.955171,2.2833,8.105,3.7241,10.0285935436255,31.3835
"29",2024-04-14 00:02:21,0,4.06649,2.955171,2.2955,8.109,4.2002,NA,31.3826
"30",2024-04-14 00:02:26,0,4.06731,2.955171,2.2955,8.105,3.8095,6.58393458428173,31.3819
"31",2024-04-14 00:02:31,0,4.06731,2.955268,2.2955,8.105,3.7485,5.48291841722639,31.383
"32",2024-04-14 00:02:36,0,4.06818,2.955268,2.2833,8.109,3.7851,6.48446323149645,31.3821
"33",2024-04-14 00:02:41,0,4.06649,2.955367,2.2833,8.109,4.0537,3.4609750285766,31.3849
"34",2024-04-14 00:02:46,0,4.06649,2.955467,2.2833,8.109,3.9927,NA,31.3861
"35",2024-04-14 00:02:51,0,4.06649,2.955567,2.2711,8.109,3.7241,7.20860680940846,31.3873
"36",2024-04-14 00:02:56,0,4.06649,2.955567,2.2955,8.109,4.1514,6.81155741173734,31.3873
"37",2024-04-14 00:03:01,0,4.06481,2.955567,2.2833,8.109,4.0781,7.90482891632786,31.3889
"38",2024-04-14 00:03:06,0,4.06313,2.955667,2.2955,8.109,4.0659,7.34776795437275,31.3917
"39",2024-04-14 00:03:11,0,4.06057,2.955767,2.2955,8.109,4.0904,8.91499771638612,31.3953
"40",2024-04-14 00:03:16,0,4.05889,2.955767,2.2833,8.109,4.2857,5.99368973622161,31.3969
"41",2024-04-14 00:03:21,0,4.05384,2.955667,2.2955,8.109,4.188,NA,31.4006
"42",2024-04-14 00:03:26,0,4.05303,2.955767,2.2955,8.109,4.1392,5.06163827767538,31.4025
"43",2024-04-14 00:03:31,0,4.05222,2.955767,2.3199,8.114,4.0659,5.98127067611723,31.4033
"44",2024-04-14 00:03:36,0,4.04966,2.955767,2.3077,8.109,4.0415,4.31926769617997,31.4057
"45",2024-04-14 00:03:41,0,4.04292,2.955667,2.2955,8.109,4.1636,6.04596840831465,31.411
"46",2024-04-14 00:03:46,0,4.04043,2.955667,2.2955,8.109,3.6874,NA,31.4134
"47",2024-04-14 00:03:51,0,4.03706,2.955667,2.2955,8.11,4.3223,NA,31.4167
"48",2024-04-14 00:03:56,0,4.03538,2.955567,2.2955,8.11,3.6752,NA,31.4171
"49",2024-04-14 00:04:01,0,4.03369,2.955468,2.3077,8.11,4.1148,NA,31.4175
"50",2024-04-14 00:04:06,0,4.03288,2.955368,2.2955,8.11,3.8339,NA,31.4171
"51",2024-04-14 00:04:11,0,4.02695,2.955268,2.3077,8.11,3.8828,7.44568617212123,31.4217
"52",2024-04-14 00:04:16,0,4.02446,2.955171,2.2955,8.11,4.1514,2.20086958411593,31.4229
"53",2024-04-14 00:04:21,0,4.02028,2.955171,2.2955,8.11,3.7973,7.25510014989699,31.4269
"54",2024-04-14 00:04:26,0,4.02277,2.954972,2.3077,8.11,4.0659,11.1728232123497,31.4222
"55",2024-04-14 00:04:31,0,4.01435,2.954972,2.3199,8.11,4.0781,6.92161021153325,31.4303
"56",2024-04-14 00:04:36,0,4.01186,2.954772,2.3077,8.11,3.956,7.0708753372862,31.4303
"57",2024-04-14 00:04:41,0,4.01017,2.954573,2.3077,8.11,4.2002,7.23227193403366,31.4296
"58",2024-04-14 00:04:46,0,4.00849,2.954473,2.3077,8.11,4.0537,7.19854325418553,31.43
"59",2024-04-14 00:04:51,0,4.00593,2.954177,2.3077,8.11,3.9927,NA,31.429
"60",2024-04-14 00:04:56,0,4.00343,2.954077,2.3077,8.11,4.2125,4.08380801145267,31.4302
"61",2024-04-14 00:05:01,0,4.00262,2.953778,2.2955,8.11,4.127,5.07166936452817,31.4275
"62",2024-04-14 00:05:06,0,4.00175,2.953578,2.2955,8.11,3.7851,NA,31.426
"63",2024-04-14 00:05:11,0,4.00175,2.953478,2.3077,8.11,3.8339,NA,31.4248
"64",2024-04-14 00:05:16,0,4.00175,2.953182,2.3077,8.11,3.8462,NA,31.4213
"65",2024-04-14 00:05:21,0,4.00093,2.952883,2.3199,8.11,4.1392,9.02552799049355,31.4186
"66",2024-04-14 00:05:26,0,4.00006,2.952683,2.2955,8.11,3.7241,NA,31.4171
"67",2024-04-14 00:05:31,0,3.99925,2.952284,2.2833,8.11,3.9316,10.9772433756978,31.4132
"68",2024-04-14 00:05:36,0,3.99838,2.952088,2.3077,8.11,3.9438,6.80603478846144,31.4117
"69",2024-04-14 00:05:41,0,3.99838,2.951988,2.2955,8.11,4.1026,6.5099791260057,31.4106
"70",2024-04-14 00:05:46,0,3.99838,2.951888,2.3077,8.11,4.3712,6.4420567880483,31.4094
"71",2024-04-14 00:05:51,0,4.00175,2.951589,2.3077,8.11,4.3101,8.42217222734436,31.4026
"72",2024-04-14 00:05:56,0,4.00761,2.951589,2.3199,8.11,4.0659,6.92512443886086,31.397
"73",2024-04-14 00:06:01,0,4.00761,2.951389,2.3077,8.11,4.127,7.27780288412885,31.3947
"74",2024-04-14 00:06:06,0,4.00593,2.951193,2.3199,8.11,4.2491,7.08272917806056,31.394
"75",2024-04-14 00:06:11,0,4.00512,2.951093,2.3077,8.11,4.2369,7.06627227098248,31.3936
"76",2024-04-14 00:06:16,0,4.0043,2.950994,2.2955,8.11,4.0049,7.1421349250772,31.3932
