"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-04-13 00:00:01,0,3.45874,2.985213,1.9414,8.184,5.3968,7.77252559534945,32.3323
"2",2024-04-13 00:00:05,0,3.45874,2.985314,1.9414,8.184,4.9206,7.77246283354683,32.3335
"3",2024-04-13 00:00:10,0,3.46037,2.985314,1.9536,8.184,5.4701,7.77201153111263,32.3319
"4",2024-04-13 00:00:15,0,3.46037,2.985314,1.9414,8.184,5.4945,7.77201153111263,32.3319
"5",2024-04-13 00:00:20,0,3.46296,2.985414,1.9414,8.184,5.2747,7.76193037610272,32.3305
"6",2024-04-13 00:00:25,0,3.46547,2.985313,1.9292,8.184,5.58,7.76130093111224,32.3268
"7",2024-04-13 00:00:30,0,3.46635,2.985313,1.9536,8.184,5.3846,7.76105951976775,32.3259
"8",2024-04-13 00:00:35,0,3.46547,2.985313,1.9536,8.184,5.2625,7.77060458080915,32.3268
"9",2024-04-13 00:00:40,0,3.46377,2.985313,1.9292,8.184,4.9084,7.771073532081,32.3285
"10",2024-04-13 00:00:45,0,3.46635,2.985313,1.9414,8.184,4.6154,7.77036288787294,32.3259
"11",2024-04-13 00:00:50,0,3.46805,2.985414,1.9414,8.184,5.2625,7.76983124960863,32.3254
"12",2024-04-13 00:00:55,0,3.47057,2.985511,1.9536,8.184,5.6166,7.76907246286682,32.3241
"13",2024-04-13 00:01:00,0,3.47485,2.985511,1.9536,8.184,5.2015,7.76789326315286,32.3198
"14",2024-04-13 00:01:05,0,3.47485,2.985511,1.9536,8.184,5.6777,7.76789326315286,32.3198
"15",2024-04-13 00:01:10,0,3.47057,2.985611,1.9536,8.184,5.3236,7.76900973507107,32.3253
"16",2024-04-13 00:01:15,0,3.47057,2.985511,1.9414,8.184,4.9084,7.76907246286682,32.3241
"17",2024-04-13 00:01:20,0,3.46717,2.985711,1.9292,8.184,5.2381,7.76988471216719,32.3299
"18",2024-04-13 00:01:25,0,3.46717,2.985812,2.0147,8.184,5.0916,7.76982197603331,32.3311
"19",2024-04-13 00:01:30,0,3.46547,2.985812,1.9414,8.184,5.5922,7.77029087179781,32.3328
"20",2024-04-13 00:01:35,0,3.46377,2.985812,1.9414,8.184,5.2869,7.77075979972161,32.3345
"21",2024-04-13 00:01:40,0,3.46296,2.985812,1.9292,8.184,6.0073,7.76167968280876,32.3353
"22",2024-04-13 00:01:45,0,3.46296,2.985909,1.9414,8.184,5.0305,7.77092101709093,32.3365
"23",2024-04-13 00:01:50,0,3.46126,2.985909,1.9292,8.184,5.3846,7.76209065810034,32.3381
"24",2024-04-13 00:01:55,0,3.45874,2.985812,1.9414,8.184,4.7375,7.75355158419696,32.3395
"25",2024-04-13 00:02:00,0,3.45874,2.985812,1.9414,8.184,5.4212,7.76284359272593,32.3395
"26",2024-04-13 00:02:05,0,3.45874,2.985812,1.9414,8.184,5.641,7.76284359272593,32.3395
"27",2024-04-13 00:02:10,0,3.45956,2.985711,1.9414,8.184,4.6886,7.75338743574499,32.3375
"28",2024-04-13 00:02:15,0,3.46037,2.985711,1.9292,8.184,5.9219,7.75316395988501,32.3367
"29",2024-04-13 00:02:20,0,3.46207,2.985611,1.9292,8.184,5.4335,7.75275865563494,32.3338
"30",2024-04-13 00:02:25,0,3.46547,2.985611,1.9292,8.184,4.9328,7.75182293310087,32.3304
"31",2024-04-13 00:02:30,0,3.46377,2.985511,1.9414,8.184,4.9939,7.74307615725618,32.3309
"32",2024-04-13 00:02:35,0,3.46377,2.985511,1.9414,8.184,5.0183,7.75235337465351,32.3309
"33",2024-04-13 00:02:40,0,3.46037,2.985414,1.9414,8.184,5.0916,7.75335177682872,32.3331
"34",2024-04-13 00:02:45,0,3.45956,2.985314,1.9414,8.184,4.8352,7.75363786823131,32.3327
"35",2024-04-13 00:02:50,0,3.45786,2.985314,1.9414,8.184,5.4701,7.74482657673065,32.3344
"36",2024-04-13 00:02:55,0,3.45786,2.985314,1.9292,8.184,5.58,7.74482657673065,32.3344
"37",2024-04-13 00:03:00,0,3.45956,2.985314,1.9414,8.184,5.7021,7.75363786823131,32.3327
"38",2024-04-13 00:03:05,0,3.46037,2.985213,1.9414,8.184,5.1648,7.74419845865912,32.3307
"39",2024-04-13 00:03:10,0,3.46207,2.985213,1.9414,8.184,4.9573,7.75300906257989,32.329
"40",2024-04-13 00:03:15,0,3.46377,2.985213,1.9414,8.184,5.5189,7.75254116663255,32.3273
