"","time","Flow_intake","Flow_TSG","Flow_PCO"
"89",2024-04-13 00:01:28,999,17.6,3.06
"90",2024-04-13 00:01:29,999,17.6,3.05
"91",2024-04-13 00:01:30,999,17.6,3.02
"92",2024-04-13 00:01:31,999,17.6,3.02
"93",2024-04-13 00:01:32,999,17.5,3.01
"94",2024-04-13 00:01:33,999,17.5,3.01
"95",2024-04-13 00:01:34,999,17.5,3
"96",2024-04-13 00:01:35,999,17.6,3.01
"97",2024-04-13 00:01:36,999,17.6,3.02
"98",2024-04-13 00:01:37,999,17.6,3.05
"99",2024-04-13 00:01:38,999,17.6,3.05
"100",2024-04-13 00:01:39,999,17.7,3.05
"101",2024-04-13 00:01:40,999,17.7,3.05
"102",2024-04-13 00:01:41,999,17.6,3.01
"103",2024-04-13 00:01:42,999,17.5,2.99
"104",2024-04-13 00:01:43,999,17.5,2.99
"105",2024-04-13 00:01:44,999,17.6,3.01
"106",2024-04-13 00:01:45,999,17.7,3.03
"107",2024-04-13 00:01:46,999,17.6,3.02
"108",2024-04-13 00:01:47,999,17.6,3.02
"109",2024-04-13 00:01:48,999,17.6,3.01
"110",2024-04-13 00:01:49,999,17.5,3
"111",2024-04-13 00:01:50,999,17.4,3
"112",2024-04-13 00:01:51,999,17.5,3
"113",2024-04-13 00:01:52,999,17.6,3
"114",2024-04-13 00:01:53,999,17.7,3
"115",2024-04-13 00:01:54,999,17.6,2.99
"116",2024-04-13 00:01:55,999,17.6,3.01
"117",2024-04-13 00:01:56,999,17.6,3.03
"118",2024-04-13 00:01:57,999,17.7,3.04
"119",2024-04-13 00:01:58,999,17.7,3.07
"120",2024-04-13 00:01:59,999,17.7,3.06
"121",2024-04-13 00:02:00,999,17.7,3.04
"122",2024-04-13 00:02:01,999,17.6,3.01
"123",2024-04-13 00:02:02,999,17.6,3.03
"124",2024-04-13 00:02:03,999,17.5,3.06
"125",2024-04-13 00:02:04,999,17.5,3.08
"126",2024-04-13 00:02:05,999,17.6,3.08
"127",2024-04-13 00:02:06,999,17.6,3.07
"128",2024-04-13 00:02:07,999,17.6,3.06
"129",2024-04-13 00:02:08,999,17.6,3.08
"130",2024-04-13 00:02:09,999,17.6,3.09
"131",2024-04-13 00:02:10,999,17.6,3.08
"132",2024-04-13 00:02:11,999,17.6,3.07
"133",2024-04-13 00:02:12,999,17.6,3.06
"134",2024-04-13 00:02:13,999,17.5,3.04
"135",2024-04-13 00:02:14,999,17.5,3.05
"136",2024-04-13 00:02:15,999,17.6,3.05
"137",2024-04-13 00:02:16,999,17.6,3.05
"138",2024-04-13 00:02:17,999,17.7,3.04
"139",2024-04-13 00:02:18,999,17.7,3.04
"140",2024-04-13 00:02:19,999,17.6,3.03
"141",2024-04-13 00:02:20,999,17.5,3.03
"142",2024-04-13 00:02:21,999,17.5,3.03
"143",2024-04-13 00:02:22,999,17.5,3.03
"144",2024-04-13 00:02:23,999,17.6,3.03
"145",2024-04-13 00:02:24,999,17.6,3.02
"146",2024-04-13 00:02:25,999,17.6,3
"147",2024-04-13 00:02:26,999,17.5,3.01
"148",2024-04-13 00:02:27,999,17.6,3.02
"149",2024-04-13 00:02:28,999,17.6,3.03
"150",2024-04-13 00:02:29,999,17.6,3.03
"151",2024-04-13 00:02:30,999,17.6,3.02
"152",2024-04-13 00:02:31,999,17.6,3.01
"153",2024-04-13 00:02:32,999,17.6,2.99
"154",2024-04-13 00:02:33,999,17.5,3
"155",2024-04-13 00:02:34,999,17.5,3.01
"156",2024-04-13 00:02:35,999,17.5,3.02
"157",2024-04-13 00:02:36,999,17.6,3.02
"158",2024-04-13 00:02:37,999,17.7,3.01
"159",2024-04-13 00:02:38,999,17.6,3
"160",2024-04-13 00:02:39,999,17.5,2.99
"161",2024-04-13 00:02:40,999,17.5,3.01
"162",2024-04-13 00:02:41,999,17.6,3.02
"163",2024-04-13 00:02:42,999,17.6,3.03
"164",2024-04-13 00:02:43,999,17.6,3.03
"165",2024-04-13 00:02:44,999,17.6,3.01
"166",2024-04-13 00:02:45,999,17.6,3.01
"167",2024-04-13 00:02:46,999,17.6,3.02
"168",2024-04-13 00:02:47,999,17.6,3.03
"169",2024-04-13 00:02:48,999,17.6,3.05
"170",2024-04-13 00:02:49,999,17.6,3.05
"171",2024-04-13 00:02:50,999,17.6,3.06
"172",2024-04-13 00:02:51,999,17.6,3.07
"173",2024-04-13 00:02:52,999,17.6,3.07
"174",2024-04-13 00:02:53,999,17.6,3.08
"175",2024-04-13 00:02:54,999,17.6,3.07
"176",2024-04-13 00:02:55,999,17.6,3.07
"177",2024-04-13 00:02:56,999,17.6,3.07
"178",2024-04-13 00:02:57,999,17.5,3.06
"179",2024-04-13 00:02:58,999,17.5,3.06
"180",2024-04-13 00:02:59,999,17.7,3.07
"181",2024-04-13 00:03:00,999,17.7,3.08
"182",2024-04-13 00:03:01,999,17.7,3.07
"183",2024-04-13 00:03:02,999,17.6,3.06
"184",2024-04-13 00:03:03,999,17.5,3.05
"185",2024-04-13 00:03:04,999,17.6,3.03
"186",2024-04-13 00:03:05,999,17.6,3.02
"187",2024-04-13 00:03:06,999,17.6,3.03
"188",2024-04-13 00:03:07,999,17.6,3.04
"189",2024-04-13 00:03:08,999,17.7,3.06
"190",2024-04-13 00:03:09,999,17.7,3.06
"191",2024-04-13 00:03:10,999,17.7,3.03
"192",2024-04-13 00:03:11,999,17.6,3.02
"193",2024-04-13 00:03:12,999,17.6,3.01
"194",2024-04-13 00:03:13,999,17.6,3.02
"195",2024-04-13 00:03:14,999,17.6,3.02
"196",2024-04-13 00:03:15,999,17.6,3.03
"197",2024-04-13 00:03:16,999,17.7,3.03
"198",2024-04-13 00:03:17,999,17.6,3.02
"199",2024-04-13 00:03:18,999,17.6,3.02
"200",2024-04-13 00:03:19,999,17.7,3.02
"201",2024-04-13 00:03:20,999,17.7,3.01
"202",2024-04-13 00:03:21,999,17.6,3
"203",2024-04-13 00:03:22,999,17.6,3
"204",2024-04-13 00:03:23,999,17.6,3.01
"205",2024-04-13 00:03:24,999,17.6,3.02
"206",2024-04-13 00:03:25,999,17.7,3.02
"207",2024-04-13 00:03:26,999,17.7,3.01
"208",2024-04-13 00:03:27,999,17.6,3.01
"209",2024-04-13 00:03:28,999,17.5,3
"210",2024-04-13 00:03:29,999,17.5,3.02
"211",2024-04-13 00:03:30,999,17.7,3.03
"212",2024-04-13 00:03:31,999,17.7,3.03
"213",2024-04-13 00:03:32,999,17.7,3.03
"214",2024-04-13 00:03:33,999,17.6,3.02
"215",2024-04-13 00:03:34,999,17.6,3.05
"216",2024-04-13 00:03:35,999,17.6,3.07
"217",2024-04-13 00:03:36,999,17.6,3.07
"218",2024-04-13 00:03:37,999,17.6,3.06
"219",2024-04-13 00:03:38,999,17.6,3.06
"220",2024-04-13 00:03:39,999,17.6,3.06
"221",2024-04-13 00:03:40,999,17.6,3.07
"222",2024-04-13 00:03:41,999,17.6,3.08
"223",2024-04-13 00:03:42,999,17.6,3.08
"224",2024-04-13 00:03:43,999,17.6,3.08
"225",2024-04-13 00:03:44,999,17.6,3.08
"226",2024-04-13 00:03:45,999,17.6,3.06
"227",2024-04-13 00:03:46,999,17.6,3.05
"228",2024-04-13 00:03:47,999,17.6,3.06
"229",2024-04-13 00:03:48,999,17.6,3.05
"230",2024-04-13 00:03:49,999,17.6,3.06
"231",2024-04-13 00:03:50,999,17.5,3.03
"232",2024-04-13 00:03:51,999,17.5,3.03
"233",2024-04-13 00:03:52,999,17.5,3.03
"234",2024-04-13 00:03:53,999,17.5,3.04
"235",2024-04-13 00:03:54,999,17.6,3.06
"236",2024-04-13 00:03:55,999,17.7,3.06
"237",2024-04-13 00:03:56,999,17.7,3.04
"238",2024-04-13 00:03:57,999,17.7,3.02
"239",2024-04-13 00:03:58,999,17.6,3.01
"240",2024-04-13 00:03:59,999,17.5,3.01
"241",2024-04-13 00:04:00,999,17.4,3.01
"242",2024-04-13 00:04:01,999,17.6,3.05
"243",2024-04-13 00:04:02,999,17.8,3.08
"244",2024-04-13 00:04:03,999,17.8,3.07
"245",2024-04-13 00:04:04,999,17.8,3.05
"246",2024-04-13 00:04:05,999,17.5,3
"247",2024-04-13 00:04:06,999,17.3,2.98
"248",2024-04-13 00:04:07,999,17.4,3
"249",2024-04-13 00:04:08,999,17.7,3.04
"250",2024-04-13 00:04:09,999,17.8,3.06
"251",2024-04-13 00:04:10,999,17.8,3.05
"252",2024-04-13 00:04:11,999,17.7,3.03
"253",2024-04-13 00:04:12,999,17.6,3.03
"254",2024-04-13 00:04:13,999,17.6,3.02
"255",2024-04-13 00:04:14,999,17.6,3
"256",2024-04-13 00:04:15,999,17.6,3
"257",2024-04-13 00:04:16,999,17.7,3.02
"258",2024-04-13 00:04:17,999,17.7,3.02
"259",2024-04-13 00:04:18,999,17.6,3.01
"260",2024-04-13 00:04:19,999,17.5,2.99
"261",2024-04-13 00:04:20,999,17.4,2.99
"262",2024-04-13 00:04:21,999,17.5,3
"263",2024-04-13 00:04:22,999,17.6,3.01
"264",2024-04-13 00:04:23,999,17.6,3.02
"265",2024-04-13 00:04:24,999,17.6,3.02
"266",2024-04-13 00:04:25,999,17.5,3.03
"267",2024-04-13 00:04:26,999,17.6,3.03
"268",2024-04-13 00:04:27,999,17.5,3.02
"269",2024-04-13 00:04:28,999,17.6,3.02
"270",2024-04-13 00:04:29,999,17.7,3.03
"271",2024-04-13 00:04:30,999,17.7,3.05
"272",2024-04-13 00:04:31,999,17.6,3.08
"273",2024-04-13 00:04:32,999,17.6,3.09
"274",2024-04-13 00:04:33,999,17.7,3.1
"275",2024-04-13 00:04:34,999,17.8,3.09
"276",2024-04-13 00:04:35,999,17.6,3.07
"277",2024-04-13 00:04:36,999,17.6,3.06
"278",2024-04-13 00:04:37,999,17.6,3.04
"279",2024-04-13 00:04:38,999,17.6,3.03
"280",2024-04-13 00:04:39,999,17.6,3.03
"281",2024-04-13 00:04:40,999,17.5,3.02
"282",2024-04-13 00:04:41,999,17.5,3.03
"283",2024-04-13 00:04:42,999,17.6,3.03
"284",2024-04-13 00:04:43,999,17.6,3.04
"285",2024-04-13 00:04:44,999,17.6,3.05
"286",2024-04-13 00:04:45,999,17.6,3.03
"287",2024-04-13 00:04:46,999,17.6,3.03
"288",2024-04-13 00:04:47,999,17.6,3.03
"289",2024-04-13 00:04:48,999,17.6,3.04
"290",2024-04-13 00:04:49,999,17.6,3.04
"291",2024-04-13 00:04:50,999,17.6,3.05
"292",2024-04-13 00:04:51,999,17.7,3.06
"293",2024-04-13 00:04:52,999,17.6,3.05
"294",2024-04-13 00:04:53,999,17.6,3.03
"295",2024-04-13 00:04:54,999,17.7,3.03
"296",2024-04-13 00:04:55,999,17.6,3.02
"297",2024-04-13 00:04:56,999,17.6,3.02
"298",2024-04-13 00:04:57,999,17.5,3.02
"299",2024-04-13 00:04:58,999,17.6,3.02
"300",2024-04-13 00:04:59,999,17.6,3.03
"301",2024-04-13 00:05:00,999,17.8,3.04
"302",2024-04-13 00:05:01,999,17.7,3.02
"303",2024-04-13 00:05:02,999,17.6,3
"304",2024-04-13 00:05:03,999,17.6,2.99
"305",2024-04-13 00:05:04,999,17.5,2.99
"306",2024-04-13 00:05:05,999,17.5,3.01
"307",2024-04-13 00:05:06,999,17.6,3.03
"308",2024-04-13 00:05:07,999,17.7,3.03
"309",2024-04-13 00:05:08,999,17.8,3.02
"310",2024-04-13 00:05:09,999,17.6,3
"311",2024-04-13 00:05:10,999,17.5,2.99
"312",2024-04-13 00:05:11,999,17.6,3.01
"313",2024-04-13 00:05:12,999,17.6,3.05
"314",2024-04-13 00:05:13,999,17.8,3.06
"315",2024-04-13 00:05:14,999,17.7,3.03
"316",2024-04-13 00:05:15,999,17.6,3.02
"317",2024-04-13 00:05:16,999,17.5,3
"318",2024-04-13 00:05:17,999,17.5,3.01
"319",2024-04-13 00:05:18,999,17.6,3.05
"320",2024-04-13 00:05:19,999,17.7,3.07
"321",2024-04-13 00:05:20,999,17.7,3.07
"322",2024-04-13 00:05:21,999,17.6,3.03
"323",2024-04-13 00:05:22,999,17.6,3.02
"324",2024-04-13 00:05:23,999,17.5,3.02
"325",2024-04-13 00:05:24,999,17.5,3.03
"326",2024-04-13 00:05:25,999,17.6,3.06
"327",2024-04-13 00:05:26,999,17.6,3.07
"328",2024-04-13 00:05:27,999,17.6,3.07
"329",2024-04-13 00:05:28,999,17.6,3.07
"330",2024-04-13 00:05:29,999,17.6,3.06
"331",2024-04-13 00:05:30,999,17.6,3.03
"332",2024-04-13 00:05:31,999,17.7,3.03
"333",2024-04-13 00:05:32,999,17.7,3.06
"334",2024-04-13 00:05:33,999,17.5,3.03
"335",2024-04-13 00:05:34,999,17.5,3.01
"336",2024-04-13 00:05:35,999,17.3,3
"337",2024-04-13 00:05:36,999,17.4,3.02
"338",2024-04-13 00:05:37,999,17.7,3.07
"339",2024-04-13 00:05:38,999,17.8,3.08
"340",2024-04-13 00:05:39,999,17.8,3.06
"341",2024-04-13 00:05:40,999,17.7,3.03
"342",2024-04-13 00:05:41,999,17.6,3.01
"343",2024-04-13 00:05:42,999,17.6,3.02
"344",2024-04-13 00:05:43,999,17.6,3.02
"345",2024-04-13 00:05:44,999,17.5,3.03
"346",2024-04-13 00:05:45,999,17.6,3.05
"347",2024-04-13 00:05:46,999,17.6,3.04
"348",2024-04-13 00:05:47,999,17.7,3.05
"349",2024-04-13 00:05:48,999,17.7,3.05
"350",2024-04-13 00:05:49,999,17.6,3.02
"351",2024-04-13 00:05:50,999,17.5,3.01
"352",2024-04-13 00:05:51,999,17.5,3.02
"353",2024-04-13 00:05:52,999,17.5,3.03
"354",2024-04-13 00:05:53,999,17.7,3.03
"355",2024-04-13 00:05:54,999,17.7,3.03
"356",2024-04-13 00:05:55,999,17.6,3.01
"357",2024-04-13 00:05:56,999,17.6,3.01
"358",2024-04-13 00:05:57,999,17.5,3.02
"359",2024-04-13 00:05:58,999,17.6,3.02
"360",2024-04-13 00:05:59,999,17.6,3.02
"361",2024-04-13 00:06:00,999,17.6,3
"362",2024-04-13 00:06:01,999,17.6,2.99
"363",2024-04-13 00:06:02,999,17.6,3
"364",2024-04-13 00:06:03,999,17.6,3.02
"365",2024-04-13 00:06:04,999,17.6,3.05
"366",2024-04-13 00:06:05,999,17.7,3.03
"367",2024-04-13 00:06:06,999,17.7,3.02
"368",2024-04-13 00:06:07,999,17.6,3.01
"369",2024-04-13 00:06:08,999,17.6,3.01
"370",2024-04-13 00:06:09,999,17.6,3.02
"371",2024-04-13 00:06:10,999,17.6,3.02
"372",2024-04-13 00:06:11,999,17.6,3.03
"373",2024-04-13 00:06:12,999,17.6,3.04
"374",2024-04-13 00:06:13,999,17.6,3.04
"375",2024-04-13 00:06:14,999,17.6,3.05
"376",2024-04-13 00:06:15,999,17.5,3.03
"377",2024-04-13 00:06:16,999,17.5,3.02
"378",2024-04-13 00:06:17,999,17.5,3.03
"379",2024-04-13 00:06:18,999,17.6,3.04
"380",2024-04-13 00:06:19,999,17.6,3.06
"381",2024-04-13 00:06:20,999,17.7,3.07
"382",2024-04-13 00:06:21,999,17.6,3.07
"383",2024-04-13 00:06:22,999,17.6,3.07
"384",2024-04-13 00:06:23,999,17.6,3.06
"385",2024-04-13 00:06:24,999,17.5,3.03
"386",2024-04-13 00:06:25,999,17.5,3.02
"387",2024-04-13 00:06:26,999,17.6,3.03
"388",2024-04-13 00:06:27,999,17.5,3.04
"389",2024-04-13 00:06:28,999,17.5,3.03
"390",2024-04-13 00:06:29,999,17.6,3.03
"391",2024-04-13 00:06:30,999,17.6,3.05
"392",2024-04-13 00:06:31,999,17.6,3.05
"393",2024-04-13 00:06:32,999,17.5,3.05
"394",2024-04-13 00:06:33,999,17.6,3.03
"395",2024-04-13 00:06:34,999,17.5,3.01
"396",2024-04-13 00:06:35,999,17.6,3.01
"397",2024-04-13 00:06:36,999,17.5,3.01
"398",2024-04-13 00:06:37,999,17.5,3.03
"399",2024-04-13 00:06:38,999,17.6,3.05
"400",2024-04-13 00:06:39,999,17.6,3.06
"401",2024-04-13 00:06:40,999,17.6,3.05
"402",2024-04-13 00:06:41,999,17.6,3.03
"403",2024-04-13 00:06:42,999,17.6,3.02
"404",2024-04-13 00:06:43,999,17.5,3.01
"405",2024-04-13 00:06:44,999,17.5,3.01
"406",2024-04-13 00:06:45,999,17.5,3.02
"407",2024-04-13 00:06:46,999,17.6,3.06
"408",2024-04-13 00:06:47,999,17.7,3.06
"409",2024-04-13 00:06:48,999,17.8,3.07
"410",2024-04-13 00:06:49,999,17.7,3.04
"411",2024-04-13 00:06:50,999,17.6,3.03
"412",2024-04-13 00:06:51,999,17.5,3.03
"413",2024-04-13 00:06:52,999,17.6,3.03
"414",2024-04-13 00:06:53,999,17.7,3.04
"415",2024-04-13 00:06:54,999,17.7,3.07
"416",2024-04-13 00:06:55,999,17.6,3.06
"417",2024-04-13 00:06:56,999,17.5,3.03
"418",2024-04-13 00:06:57,999,17.6,3.01
"419",2024-04-13 00:06:58,999,17.6,3.01
"420",2024-04-13 00:06:59,999,17.5,3.02
"421",2024-04-13 00:07:00,999,17.6,3.02
"422",2024-04-13 00:07:01,999,17.6,3.02
"423",2024-04-13 00:07:02,999,17.6,3.03
"424",2024-04-13 00:07:03,999,17.7,3.03
"425",2024-04-13 00:07:04,999,17.6,3.03
"426",2024-04-13 00:07:05,999,17.5,3.01
"427",2024-04-13 00:07:06,999,17.4,2.99
"428",2024-04-13 00:07:07,999,17.4,2.98
"429",2024-04-13 00:07:08,999,17.5,2.99
"430",2024-04-13 00:07:09,999,17.9,3.05
"431",2024-04-13 00:07:10,999,17.9,3.08
"432",2024-04-13 00:07:11,999,17.7,3.07
"433",2024-04-13 00:07:12,999,17.6,3.03
"434",2024-04-13 00:07:13,999,17.5,3.03
"435",2024-04-13 00:07:14,999,17.6,3.02
"436",2024-04-13 00:07:15,999,17.6,3.02
"437",2024-04-13 00:07:16,999,17.6,3.01
"438",2024-04-13 00:07:17,999,17.5,3
"439",2024-04-13 00:07:18,999,17.4,3
"440",2024-04-13 00:07:19,999,17.4,3.01
"441",2024-04-13 00:07:20,999,17.4,3.02
"442",2024-04-13 00:07:21,999,17.6,3.04
"443",2024-04-13 00:07:22,999,17.7,3.07
"444",2024-04-13 00:07:23,999,17.8,3.06
"445",2024-04-13 00:07:24,999,17.7,3.03
"446",2024-04-13 00:07:25,999,17.6,3.03
"447",2024-04-13 00:07:26,999,17.5,3.04
"448",2024-04-13 00:07:27,999,17.5,3.05
"449",2024-04-13 00:07:28,999,17.5,3.05
"450",2024-04-13 00:07:29,999,17.6,3.05
"451",2024-04-13 00:07:30,999,17.7,3.05
"452",2024-04-13 00:07:31,999,17.6,3.04
"453",2024-04-13 00:07:32,999,17.7,3.05
"454",2024-04-13 00:07:33,999,17.6,3.04
"455",2024-04-13 00:07:34,999,17.6,3.03
"456",2024-04-13 00:07:35,999,17.6,3.02
"457",2024-04-13 00:07:36,999,17.6,3.02
"458",2024-04-13 00:07:37,999,17.5,3.05
"459",2024-04-13 00:07:38,999,17.6,3.06
"460",2024-04-13 00:07:39,999,17.7,3.06
"461",2024-04-13 00:07:40,999,17.7,3.05
"462",2024-04-13 00:07:41,999,17.6,3.04
"463",2024-04-13 00:07:42,999,17.6,3.02
"464",2024-04-13 00:07:43,999,17.5,3.01
"465",2024-04-13 00:07:44,999,17.6,3.02
"466",2024-04-13 00:07:45,999,17.6,3.04
"467",2024-04-13 00:07:46,999,17.7,3.06
"468",2024-04-13 00:07:47,999,17.8,3.07
"469",2024-04-13 00:07:48,999,17.7,3.06
"470",2024-04-13 00:07:49,999,17.6,3.06
"471",2024-04-13 00:07:50,999,17.6,3.05
"472",2024-04-13 00:07:51,999,17.5,3.05
"473",2024-04-13 00:07:52,999,17.6,3.05
"474",2024-04-13 00:07:53,999,17.6,3.04
"475",2024-04-13 00:07:54,999,17.5,3.06
"476",2024-04-13 00:07:55,999,17.6,3.06
"477",2024-04-13 00:07:56,999,17.6,3.04
"478",2024-04-13 00:07:57,999,17.6,3.02
"479",2024-04-13 00:07:58,999,17.6,3.02
"480",2024-04-13 00:07:59,999,17.6,3.03
"481",2024-04-13 00:08:00,999,17.6,3.03
"482",2024-04-13 00:08:01,999,17.6,3.06
"483",2024-04-13 00:08:02,999,17.7,3.06
"484",2024-04-13 00:08:03,999,17.6,3.03
"485",2024-04-13 00:08:04,999,17.6,3.03
"486",2024-04-13 00:08:05,999,17.6,3.03
"487",2024-04-13 00:08:06,999,17.5,3.02
"488",2024-04-13 00:08:07,999,17.6,3.01
"489",2024-04-13 00:08:08,999,17.7,3.01
"490",2024-04-13 00:08:09,999,17.6,3
"491",2024-04-13 00:08:10,999,17.5,3.01
"492",2024-04-13 00:08:11,999,17.5,3.02
"493",2024-04-13 00:08:12,999,17.6,3.03
"494",2024-04-13 00:08:13,999,17.6,3.04
"495",2024-04-13 00:08:14,999,17.8,3.05
"496",2024-04-13 00:08:15,999,17.8,3.02
"497",2024-04-13 00:08:16,999,17.6,3.01
"498",2024-04-13 00:08:17,999,17.5,3.01
"499",2024-04-13 00:08:18,999,17.6,3.04
"500",2024-04-13 00:08:19,999,17.6,3.06
"501",2024-04-13 00:08:20,999,17.6,3.06
"502",2024-04-13 00:08:21,999,17.6,3.07
"503",2024-04-13 00:08:22,999,17.7,3.06
"504",2024-04-13 00:08:23,999,17.7,3.03
"505",2024-04-13 00:08:24,999,17.6,3
"506",2024-04-13 00:08:25,999,17.5,3.01
"507",2024-04-13 00:08:26,999,17.5,3.03
"508",2024-04-13 00:08:27,999,17.6,3.06
"509",2024-04-13 00:08:28,999,17.7,3.07
"510",2024-04-13 00:08:29,999,17.7,3.05
"511",2024-04-13 00:08:30,999,17.6,3.02
"512",2024-04-13 00:08:31,999,17.6,3.02
"513",2024-04-13 00:08:32,999,17.5,3.02
"514",2024-04-13 00:08:33,999,17.5,3.02
"515",2024-04-13 00:08:34,999,17.5,3.03
"516",2024-04-13 00:08:35,999,17.6,3.03
"517",2024-04-13 00:08:36,999,17.7,3.04
"518",2024-04-13 00:08:37,999,17.6,3.04
"519",2024-04-13 00:08:38,999,17.6,3.03
"520",2024-04-13 00:08:39,999,17.6,3.02
"521",2024-04-13 00:08:40,999,17.6,3.02
"522",2024-04-13 00:08:41,999,17.5,3.02
"523",2024-04-13 00:08:42,999,17.6,3.02
"524",2024-04-13 00:08:43,999,17.5,3.02
"525",2024-04-13 00:08:44,999,17.6,3.04
"526",2024-04-13 00:08:45,999,17.6,3.06
"527",2024-04-13 00:08:46,999,17.6,3.07
"528",2024-04-13 00:08:47,999,17.7,3.05
"529",2024-04-13 00:08:48,999,17.7,3.02
"530",2024-04-13 00:08:49,999,17.6,3.03
"531",2024-04-13 00:08:50,999,17.5,3.05
"532",2024-04-13 00:08:51,999,17.5,3.06
"533",2024-04-13 00:08:52,999,17.6,3.06
"534",2024-04-13 00:08:53,999,17.5,3.06
"535",2024-04-13 00:08:54,999,17.6,3.06
"536",2024-04-13 00:08:55,999,17.6,3.06
"537",2024-04-13 00:08:56,999,17.6,3.06
"538",2024-04-13 00:08:57,999,17.5,3.07
