"","O2Concentrationcomp","O2ConcentrationSV","o2sat_sw","o2percentsat","o2percentsatSV"
"1",1516.32881607038,-4189.86491044263,249.132711715835,608.643002208368,-1681.78031764117
"2",1514.24500052427,-4225.02428024552,249.133912472431,608.643002208368,-1681.78031764117
"3",1514.24500052427,-4225.02428024552,249.133912472431,608.643002208368,-1681.78031764117
"4",1516.37168465627,-4189.99434503848,249.137724796872,608.643002208368,-1681.78031764117
"5",1514.28047706562,-4225.13439439821,249.137724796872,608.643002208368,-1681.78031764117
"6",1516.40183614375,-4190.0897850964,249.140478320502,608.643002208368,-1681.78031764117
"7",1516.40918391459,-4190.11002375998,249.141679126597,608.643002208368,-1681.78031764117
"8",1514.34515304997,-4225.33820626484,249.144140721905,608.643002208368,-1681.78031764117
"9",1514.38212546466,-4225.45334988386,249.148046567621,608.643002208368,-1681.78031764117
"10",1516.4734598439,-4190.31064426586,249.148046567621,608.643002208368,-1681.78031764117
"11",1514.35340812353,-4225.36116641769,249.145491655519,608.643002208368,-1681.78031764117
"12",1514.36074600319,-4225.3815755454,249.146692491548,608.643002208368,-1681.78031764117
"13",1516.45205547337,-4190.23946806888,249.146692491548,608.643002208368,-1681.78031764117
"14",1516.45205547337,-4190.23946806888,249.146692491548,608.643002208368,-1681.78031764117
"15",1514.33352187729,-4225.29441267377,249.144230858765,608.643002208368,-1681.78031764117
"16",1516.4174501979,-4190.13279237136,249.143030040372,608.643002208368,-1681.78031764117
"17",1516.4174501979,-4190.13279237136,249.143030040372,608.643002208368,-1681.78031764117
"18",1514.32618416665,-4225.27400406954,249.143030040372,608.643002208368,-1681.78031764117
"19",1516.4174501979,-4190.13279237136,249.143030040372,608.643002208368,-1681.78031764117
"20",1516.38729831398,-4190.03735109846,249.140276475163,608.643002208368,-1681.78031764117
"21",1514.32618416665,-4225.27400406954,249.143030040372,608.643002208368,-1681.78031764117
"22",1514.29606919075,-4225.17776113531,249.140276475163,608.643002208368,-1681.78031764117
"23",1516.4174501979,-4190.13279237136,249.143030040372,608.643002208368,-1681.78031764117
"24",1514.32618416665,-4225.27400406954,249.143030040372,608.643002208368,-1681.78031764117
"25",1514.32618416665,-4225.27400406954,249.143030040372,608.643002208368,-1681.78031764117
