"","O2Concentrationcomp","O2ConcentrationSV","o2sat_sw","o2percentsat","o2percentsatSV"
"1",211.455682341537,226.567951297504,246.481669160005,85.7896179712535,91.9208118273601
"2",211.441670974181,226.553227143087,246.474288973101,85.7896179712535,91.9208118273601
"3",211.431144968976,226.542146540515,246.468037712847,85.7896179712535,91.9208118273601
"4",211.693939914293,226.814357728971,246.461786755625,85.7896179712535,91.9208118273601
"5",211.404518770767,226.514109695159,246.451937967592,85.7896179712535,91.9208118273601
"6",211.670819276787,226.789987966355,246.446916270889,85.7896179712535,91.9208118273601
"7",211.661434023433,226.780125905551,246.44199908847,85.7896179712535,91.9208118273601
"8",211.645188626048,226.763015071845,246.432003686907,85.7896179712535,91.9208118273601
"9",211.365960212408,226.473495980922,246.428167285864,85.7896179712535,91.9208118273601
"10",211.638190123034,226.755624415935,246.426982680368,85.7896179712535,91.9208118273601
"11",211.631457839386,226.748512192964,246.422052633704,85.7896179712535,91.9208118273601
"12",211.358214775899,226.465301482539,246.422052633704,85.7896179712535,91.9208118273601
"13",211.629284355126,226.746191033453,246.419535428387,85.7896179712535,91.9208118273601
"14",211.629284355126,226.746191033453,246.419535428387,85.7896179712535,91.9208118273601
"15",211.355022609797,226.461892284192,246.418350870076,85.7896179712535,91.9208118273601
"16",211.367798527488,226.475298321832,246.424347323647,85.7896179712535,91.9208118273601
"17",211.646005862855,226.763727006358,246.426999070463,85.7896179712535,91.9208118273601
"18",211.649414201949,226.767289437367,246.428079274629,85.7896179712535,91.9208118273601
"19",211.377298844505,226.485283581765,246.429411988727,85.7896179712535,91.9208118273601
"20",211.655390251953,226.773588160581,246.431915770845,85.7896179712535,91.9208118273601
"21",211.654367284606,226.772495692041,246.430731117576,85.7896179712535,91.9208118273601
"22",211.381096540491,226.489256053715,246.430731117576,85.7896179712535,91.9208118273601
"23",211.658926670285,226.777287368151,246.4331441239,85.7896179712535,91.9208118273601
"24",211.658926670285,226.777287368151,246.4331441239,85.7896179712535,91.9208118273601
"25",211.658926670285,226.777287368151,246.4331441239,85.7896179712535,91.9208118273601
"26",211.663752170303,226.782357366157,246.435647998452,85.7896179712535,91.9208118273601
"27",211.663752170303,226.782357366157,246.435647998452,85.7896179712535,91.9208118273601
"28",211.663752170303,226.782357366157,246.435647998452,85.7896179712535,91.9208118273601
"29",211.663752170303,226.782357366157,246.435647998452,85.7896179712535,91.9208118273601
"30",211.668311824347,226.787149323305,246.43806111013,85.7896179712535,91.9208118273601
"31",211.668311824347,226.787149323305,246.43806111013,85.7896179712535,91.9208118273601
"32",211.668311824347,226.787149323305,246.43806111013,85.7896179712535,91.9208118273601
"33",211.673265493395,226.792356192083,246.440713185486,85.7896179712535,91.9208118273601
"34",211.6766744292,226.7959192476,246.441793576554,85.7896179712535,91.9208118273601
"35",211.677697531147,226.797011857285,246.442978312327,85.7896179712535,91.9208118273601
"36",211.682257583892,226.801804231965,246.445391580786,85.7896179712535,91.9208118273601
"37",211.687211685804,226.807011554062,246.448043827292,85.7896179712535,91.9208118273601
"38",211.696598505191,226.816875253167,246.452961465892,85.7896179712535,91.9208118273601
"39",211.706192579748,226.826959101954,246.458075215525,85.7896179712535,91.9208118273601
"40",211.447812437316,226.559385412442,246.466591890121,85.7896179712535,91.9208118273601
"41",211.727143713195,226.849011861671,246.470429548398,85.7896179712535,91.9208118273601
"42",211.732728601272,226.854898662835,246.47402833575,85.7896179712535,91.9208118273601
"43",211.742246023344,226.864901781952,246.479095184631,85.7896179712535,91.9208118273601
"44",211.757615891043,226.88107153607,246.487852295662,85.7896179712535,91.9208118273601
"45",211.758767416795,226.882301285725,246.489185479373,85.7896179712535,91.9208118273601
"46",211.77272105493,226.896964446273,246.496519149283,85.7896179712535,91.9208118273601
"47",211.5048846282,226.619454700102,246.50011864658,85.7896179712535,91.9208118273601
"48",211.797299187504,226.922811732862,246.510154451494,85.7896179712535,91.9208118273601
"49",211.803280687006,226.929116167059,246.513993376837,85.7896179712535,91.9208118273601
"50",211.540359697652,226.656773479431,246.520247205691,85.7896179712535,91.9208118273601
"51",211.54253269878,226.659094180656,246.522765916491,85.7896179712535,91.9208118273601
"52",211.82043800241,226.947200534976,246.525032641105,85.7896179712535,91.9208118273601
"53",211.821589940654,226.948430718831,246.526366105321,85.7896179712535,91.9208118273601
"54",211.549136347872,226.666069116063,246.527551412901,85.7896179712535,91.9208118273601
"55",211.554088703875,226.671274639379,246.53020546406,85.7896179712535,91.9208118273601
"56",211.827572320105,226.954736076251,246.53020546406,85.7896179712535,91.9208118273601
"57",211.564622797674,226.682363713126,246.536460030306,85.7896179712535,91.9208118273601
"58",211.564622797674,226.682363713126,246.536460030306,85.7896179712535,91.9208118273601
"59",211.564622797674,226.682363713126,246.536460030306,85.7896179712535,91.9208118273601
"60",211.56905397672,226.687018502714,246.538727010945,85.7896179712535,91.9208118273601
"61",211.575157576456,226.693453504725,246.542714899825,85.7896179712535,91.9208118273601
"62",211.579589046815,226.698108599423,246.544982000202,85.7896179712535,91.9208118273601
"63",211.86869136141,226.998003318714,246.553939692837,85.7896179712535,91.9208118273601
"64",211.604149241346,226.723937257061,246.558622574827,85.7896179712535,91.9208118273601
"65",211.610126284478,226.730237075009,246.562462869316,85.7896179712535,91.9208118273601
"66",211.61964098284,226.740237398009,246.567533438691,85.7896179712535,91.9208118273601
"67",211.893205221695,227.023782847723,246.567533438691,85.7896179712535,91.9208118273601
"68",211.620664031024,226.7413299763,246.568719027062,85.7896179712535,91.9208118273601
"69",211.899948251896,227.030906338579,246.572468650161,85.7896179712535,91.9208118273601
"70",211.904781012485,227.035983941318,246.574975488171,85.7896179712535,91.9208118273601
"71",211.631202462813,226.752423595729,246.574975488171,85.7896179712535,91.9208118273601
