"","O2Concentrationcomp","O2ConcentrationSV","o2sat_sw","o2percentsat","o2percentsatSV"
"1",342.178437803914,366.738977192586,250.907602419466,136.37627337886,146.164952219931
"2",1538.76678352399,-4262.348459946,250.940039992827,136.37627337886,146.164952219931
"3",563.218847379889,668.939699779029,250.968861668149,136.37627337886,146.164952219931
"4",1537.27802457783,-4300.07367244703,251.004076833112,136.37627337886,146.164952219931
"5",1537.58468844541,-4301.05238098925,251.032683067543,136.37627337886,146.164952219931
"6",1540.09709906075,-4266.50029051581,251.073170819304,136.37627337886,146.164952219931
"7",1540.74695716514,-4268.52797531759,251.138307352749,136.37627337886,146.164952219931
"8",1539.13591963466,-4305.93406688434,251.189249331844,136.37627337886,146.164952219931
"9",696.584681278279,937.573490938908,251.22580578418,136.37627337886,146.164952219931
"10",1257.20094530331,15520.4958549862,251.266198029128,136.37627337886,146.164952219931
"11",1542.19629955202,-4273.02192123191,251.288495311303,136.37627337886,146.164952219931
"12",398.82224439134,433.356188917427,251.310818982326,136.37627337886,146.164952219931
"13",1540.46194352056,-4310.0648328971,251.330357181215,136.37627337886,146.164952219931
"14",1542.79238633454,-4274.86465416235,251.351234964753,136.37627337886,146.164952219931
"15",1542.85523108577,-4275.05098225489,251.359218913231,136.37627337886,146.164952219931
"16",1540.84760331366,-4311.25266827531,251.3737222112,136.37627337886,146.164952219931
"17",1543.14863308814,-4275.94728766326,251.391948268296,136.37627337886,146.164952219931
"18",1543.23993725853,-4276.22410380316,251.402496371985,136.37627337886,146.164952219931
"19",1541.21496445752,-4312.38864300697,251.414263059981,136.37627337886,146.164952219931
"20",779.98126583518,1167.796315172,251.423264647131,136.37627337886,146.164952219931
"21",689.535774811657,919.815126805243,251.431251956343,136.37627337886,146.164952219931
"22",873.296807843562,1525.8302210098,251.425960221448,136.37627337886,146.164952219931
"23",389.154493834005,421.563786327653,251.418354302987,136.37627337886,146.164952219931
"24",550.500125260435,647.020180580432,251.404013236795,136.37627337886,146.164952219931
"25",582.040995347333,700.692917070558,251.394943296559,136.37627337886,146.164952219931
"26",131.234150517315,142.872956787684,251.390915640418,136.37627337886,146.164952219931
"27",182.087014616278,196.270703261252,251.384276703301,136.37627337886,146.164952219931
