"","time","FluorescenceUV"
"212",2024-10-12 10:00:00,1.5507
"213",2024-10-12 11:00:00,1.58355708745541
"214",2024-10-12 12:00:00,1.8315
"215",2024-10-12 13:00:00,1.8315
"216",2024-10-12 14:00:00,1.5995
"217",2024-10-12 15:00:00,1.64256666637872
"218",2024-10-12 16:00:00,1.5449789575537
"219",2024-10-12 17:00:00,1.6117
"220",2024-10-12 18:00:00,1.6390332666685
"221",2024-10-12 19:00:00,1.58221462945477
"222",2024-10-12 20:00:00,1.64228538093947
"223",2024-10-12 21:00:00,1.54308652097948
"224",2024-10-12 22:00:00,1.7827
"225",2024-10-12 23:00:00,1.8437
"226",2024-10-13,1.82382359565644
"227",2024-10-13 01:00:00,1.7338
"228",2024-10-13 02:00:00,1.84050099678461
"229",2024-10-13 03:00:00,1.81160293128387
"230",2024-10-13 04:00:00,1.7827
"231",2024-10-13 05:00:00,2.21773023554653
"232",2024-10-13 06:00:00,2.2589
"233",2024-10-13 07:00:00,2.3242992022916
"234",2024-10-13 08:00:00,1.746
"235",2024-10-13 09:00:00,1.7582
"236",2024-10-13 10:00:00,1.93357000405131
"237",2024-10-13 11:00:00,1.6972
"238",2024-10-13 12:00:00,1.46088765769178
"239",2024-10-13 13:00:00,1.46088521717482
"240",2024-10-13 14:00:00,1.45730430812012
"241",2024-10-13 15:00:00,1.41210405286693
"242",2024-10-13 16:00:00,1.40848549713969
"243",2024-10-13 17:00:00,1.39618371673067
"244",2024-10-13 18:00:00,1.4164
"245",2024-10-13 19:00:00,1.38392985538315
"246",2024-10-13 20:00:00,1.33888039591696
"247",2024-10-13 21:00:00,1.3553
"248",2024-10-13 22:00:00,1.28626131635567
"249",2024-10-13 23:00:00,1.4652
"250",2024-10-14,1.48545954150228
"251",2024-10-14 01:00:00,1.4042
"252",2024-10-14 02:00:00,1.25363908752122
"253",2024-10-14 03:00:00,1.28616019889039
"254",2024-10-14 04:00:00,1.2943
"255",2024-10-14 05:00:00,1.38375121039278
"256",2024-10-14 06:00:00,1.43677133195265
"257",2024-10-14 07:00:00,1.41238051597996
"258",2024-10-14 08:00:00,1.3919
"259",2024-10-14 09:00:00,1.5018
"260",2024-10-14 10:00:00,1.5018
"261",2024-10-14 11:00:00,1.49788467375963
"262",2024-10-14 12:00:00,1.51798845776042
"263",2024-10-14 13:00:00,1.44469691926809
"264",2024-10-14 14:00:00,1.2698
"265",2024-10-14 15:00:00,1.27820459258175
"266",2024-10-14 16:00:00,1.2698
"267",2024-10-14 17:00:00,1.23705597113604
"268",2024-10-14 18:00:00,1.18061724343949
"269",2024-10-14 19:00:00,1.22476952503882
"270",2024-10-14 20:00:00,1.2698
"271",2024-10-14 21:00:00,1.28954986019503
"272",2024-10-14 22:00:00,1.28582737089703
"273",2024-10-14 23:00:00,1.30278039877468
"274",2024-10-15,1.221
"275",2024-10-15 01:00:00,1.36267255709052
"276",2024-10-15 02:00:00,1.33943682742076
"277",2024-10-15 03:00:00,1.5995
"278",2024-10-15 04:00:00,1.5629
"279",2024-10-15 05:00:00,1.6936051609633
"280",2024-10-15 06:00:00,1.67999455869575
"281",2024-10-15 07:00:00,1.65195002008774
"282",2024-10-15 08:00:00,1.70076311266396
"283",2024-10-15 09:00:00,1.7582
"284",2024-10-15 10:00:00,1.8681
"285",2024-10-15 11:00:00,1.7756260219695
"286",2024-10-15 12:00:00,1.73726061203036
"287",2024-10-15 13:00:00,1.8926
"288",2024-10-15 14:00:00,1.8437
"289",2024-10-15 15:00:00,1.7949
"290",2024-10-15 16:00:00,1.88373353406809
"291",2024-10-15 17:00:00,1.8681
"292",2024-10-15 18:00:00,1.83829919951639
"293",2024-10-15 19:00:00,1.8403363344197
"294",2024-10-15 20:00:00,1.6117
"295",2024-10-15 21:00:00,1.6484
"296",2024-10-15 22:00:00,1.6361
"297",2024-10-15 23:00:00,1.77939231372095
"298",2024-10-16,1.7949
"299",2024-10-16 01:00:00,1.7582
"300",2024-10-16 02:00:00,1.7582
"301",2024-10-16 03:00:00,1.5539702539499
"302",2024-10-16 04:00:00,1.54174582660569
"303",2024-10-16 05:00:00,1.5385
"304",2024-10-16 06:00:00,1.55968779845204
"305",2024-10-16 07:00:00,1.5507
"306",2024-10-16 08:00:00,1.3309
"307",2024-10-16 09:00:00,1.2698
"308",2024-10-16 10:00:00,1.2698
"309",2024-10-16 11:00:00,1.23009307635418
"310",2024-10-16 12:00:00,1.2698
"311",2024-10-16 13:00:00,1.1966
"312",2024-10-16 14:00:00,1.1966
"313",2024-10-16 15:00:00,1.21793905087151
"314",2024-10-16 16:00:00,1.221
"315",2024-10-16 17:00:00,1.18742871366066
"316",2024-10-16 18:00:00,1.19956519292757
"317",2024-10-16 19:00:00,1.19953798925628
"318",2024-10-16 20:00:00,1.17516059816201
"319",2024-10-16 21:00:00,1.18149442204327
"320",2024-10-16 22:00:00,1.1722
"321",2024-10-16 23:00:00,1.21167188462206
"322",2024-10-17,1.25476296165436
"323",2024-10-17 01:00:00,1.21816903363834
"324",2024-10-17 02:00:00,1.24256659332716
"325",2024-10-17 03:00:00,1.29711836965393
"326",2024-10-17 04:00:00,1.41919980002034
"327",2024-10-17 05:00:00,1.52348191435529
"328",2024-10-17 06:00:00,1.58456277337695
"329",2024-10-17 07:00:00,1.6117
"330",2024-10-17 08:00:00,1.6484
"331",2024-10-17 09:00:00,1.5751
"332",2024-10-17 10:00:00,1.7094
"333",2024-10-17 11:00:00,1.8437
"334",2024-10-17 12:00:00,1.78006070625487
"335",2024-10-17 13:00:00,1.7705
"336",2024-10-17 14:00:00,1.7949
"337",2024-10-17 15:00:00,1.92660036007978
"338",2024-10-17 16:00:00,1.8411578214158
"339",2024-10-17 17:00:00,1.73636739355319
"340",2024-10-17 18:00:00,1.7216
"341",2024-10-17 19:00:00,1.8071
"342",2024-10-17 20:00:00,1.71913208925688
"343",2024-10-17 21:00:00,1.63113969494671
"344",2024-10-17 22:00:00,1.57752044090045
"345",2024-10-17 23:00:00,1.62637709563919
"346",2024-10-18,1.55307545205966
"347",2024-10-18 01:00:00,1.5629
"348",2024-10-18 02:00:00,1.55251487613736
"349",2024-10-18 03:00:00,1.5629
"350",2024-10-18 04:00:00,1.57685300969887
"351",2024-10-18 05:00:00,1.685
"352",2024-10-18 06:00:00,1.83003012072119
"353",2024-10-18 07:00:00,1.84510680506122
