"","time","Flow_TSG"
"131",2024-10-09 01:00:00,18.3150278449881
"132",2024-10-09 02:00:00,18.2115736108186
"133",2024-10-09 03:00:00,18.2
"134",2024-10-09 04:00:00,18.1778325187951
"135",2024-10-09 05:00:00,18.1754064987464
"136",2024-10-09 06:00:00,18.2
"137",2024-10-09 07:00:00,18.2
"138",2024-10-09 08:00:00,18.2
"139",2024-10-09 09:00:00,18.1570570598521
"140",2024-10-09 10:00:00,18.1559602677762
"141",2024-10-09 11:00:00,18.1
"142",2024-10-09 12:00:00,18.2
"143",2024-10-09 13:00:00,17.9430320152139
"144",2024-10-09 14:00:00,18.0653653722695
"145",2024-10-09 15:00:00,18.2
"146",2024-10-09 16:00:00,18.1250250232094
"147",2024-10-09 17:00:00,17.5231706764522
"148",2024-10-09 18:00:00,18.1154154186883
"149",2024-10-09 19:00:00,17.8313543703482
"150",2024-10-09 20:00:00,18.0821155180486
"151",2024-10-09 21:00:00,18.0702702894274
"152",2024-10-09 22:00:00,18.0977999925613
"153",2024-10-09 23:00:00,18.1
"154",2024-10-10,18.3047974496836
"155",2024-10-10 01:00:00,18.215499997139
"156",2024-10-10 02:00:00,17.9400000093958
"157",2024-10-10 03:00:00,17.4955284157884
"158",2024-10-10 04:00:00,18.3294291353596
"159",2024-10-10 05:00:00,18.1810032052921
"160",2024-10-10 06:00:00,18.5
"161",2024-10-10 07:00:00,18.1145999908447
"162",2024-10-10 08:00:00,17.910000038147
"163",2024-10-10 09:00:00,18.8938916461662
"164",2024-10-10 10:00:00,18.2444999933243
"165",2024-10-10 11:00:00,18.2205999851227
"166",2024-10-10 12:00:00,18.0062944205932
"167",2024-10-10 13:00:00,18.2
"168",2024-10-10 14:00:00,18.2735960667271
"169",2024-10-10 15:00:00,18.2779779767118
"170",2024-10-10 16:00:00,18.440818483668
"171",2024-10-10 17:00:00,18.1864425152593
"172",2024-10-10 18:00:00,18.1194805323484
"173",2024-10-10 19:00:00,18.0515989704934
"174",2024-10-10 20:00:00,18.3005018756394
"175",2024-10-10 21:00:00,18.3102362291569
"176",2024-10-10 22:00:00,18
"177",2024-10-10 23:00:00,18.4137000083923
"178",2024-10-11,18.5
"179",2024-10-11 01:00:00,18.1847457429255
"180",2024-10-11 02:00:00,18.1277439035471
"181",2024-10-11 03:00:00,18.0678149636787
"182",2024-10-11 04:00:00,18.0738188952819
"183",2024-10-11 05:00:00,18.3233521561278
"184",2024-10-11 06:00:00,17.9454999923706
"185",2024-10-11 07:00:00,18.3496999979019
"186",2024-10-11 08:00:00,18.1486984723626
"187",2024-10-11 09:00:00,18.318029567666
"188",2024-10-11 10:00:00,18.2636811076514
"189",2024-10-11 11:00:00,17.86199188553
"190",2024-10-11 12:00:00,19.3815618124778
"191",2024-10-11 13:00:00,19.289999961853
"192",2024-10-11 14:00:00,18.0153152817743
"193",2024-10-11 15:00:00,17.9423999786377
"194",2024-10-11 16:00:00,17.6214285531823
"195",2024-10-11 17:00:00,18.5
"196",2024-10-11 18:00:00,18.5
"197",2024-10-11 19:00:00,18.3032520392179
"198",2024-10-11 20:00:00,18.3187192155254
"199",2024-10-11 21:00:00,18.1737999916077
"200",2024-10-11 22:00:00,17.9
"201",2024-10-11 23:00:00,18.5
"202",2024-10-12,18.7481999874115
"203",2024-10-12 01:00:00,18.6
"204",2024-10-12 02:00:00,18.4802602848404
"205",2024-10-12 03:00:00,18.2
"206",2024-10-12 04:00:00,18.4
"207",2024-10-12 05:00:00,18.2545731422916
"208",2024-10-12 06:00:00,18.1308071289969
"209",2024-10-12 07:00:00,18.6736999988556
"210",2024-10-12 08:00:00,18.3
"211",2024-10-12 09:00:00,18.5
"212",2024-10-12 10:00:00,18.6155487928242
"213",2024-10-12 11:00:00,18.5
"214",2024-10-12 12:00:00,19.3802999973297
"215",2024-10-12 13:00:00,18.5851000070572
"216",2024-10-12 14:00:00,18.5885714332693
"217",2024-10-12 15:00:00,18.6369047588637
"218",2024-10-12 16:00:00,18.8595959503521
"219",2024-10-12 17:00:00,18.4108107927503
"220",2024-10-12 18:00:00,18.5
"221",2024-10-12 19:00:00,18.6
"222",2024-10-12 20:00:00,18.5165858409875
"223",2024-10-12 21:00:00,18.2863340632425
"224",2024-10-12 22:00:00,18.1479674936609
"225",2024-10-12 23:00:00,18.5277657591589
"226",2024-10-13,18.5
"227",2024-10-13 01:00:00,18.6642184461889
"228",2024-10-13 02:00:00,18.4143143258769
"229",2024-10-13 03:00:00,18.4117270681605
"230",2024-10-13 04:00:00,18.4032520149884
"231",2024-10-13 05:00:00,18.3
"232",2024-10-13 06:00:00,18.2581581390465
"233",2024-10-13 07:00:00,18.8607999801636
"234",2024-10-13 08:00:00,17.9279317543313
"235",2024-10-13 09:00:00,18.7
"236",2024-10-13 10:00:00,17.9876877218021
"237",2024-10-13 11:00:00,18.3440263359459
"238",2024-10-13 12:00:00,18.2890243858117
"239",2024-10-13 13:00:00,18.2757575750278
"240",2024-10-13 14:00:00,18.575652157688
"241",2024-10-13 15:00:00,17.8015244248153
"242",2024-10-13 16:00:00,18.3133990288026
"243",2024-10-13 17:00:00,18.7898999929428
"244",2024-10-13 18:00:00,17.9446999788284
"245",2024-10-13 19:00:00,18.4
"246",2024-10-13 20:00:00,18.3767276378442
"247",2024-10-13 21:00:00,18.5288385800672
"248",2024-10-13 22:00:00,18.4306026399805
"249",2024-10-13 23:00:00,18.062700009346
"250",2024-10-14,18.5
"251",2024-10-14 01:00:00,18.2
"252",2024-10-14 02:00:00,18.2528248671917
"253",2024-10-14 03:00:00,18.6115853745704
"254",2024-10-14 04:00:00,17.9718550232344
"255",2024-10-14 05:00:00,18.4644999980927
"256",2024-10-14 06:00:00,18.2642857174453
"257",2024-10-14 07:00:00,18.7
"258",2024-10-14 08:00:00,18.0757995728291
"259",2024-10-14 09:00:00,18.0181725806986
"260",2024-10-14 10:00:00,18.3818267352528
"261",2024-10-14 11:00:00,18.1
"262",2024-10-14 12:00:00,18
"263",2024-10-14 13:00:00,18.1763158043336
"264",2024-10-14 14:00:00,18.0135135354442
"265",2024-10-14 15:00:00,18.4785221710516
"266",2024-10-14 16:00:00,18.4141141163358
"267",2024-10-14 17:00:00,18.2175324602081
"268",2024-10-14 18:00:00,18.1443999767303
"269",2024-10-14 19:00:00,18.419000005722
"270",2024-10-14 20:00:00,18.5
"271",2024-10-14 21:00:00,18.4364531954906
"272",2024-10-14 22:00:00,18.2
"273",2024-10-14 23:00:00,18.2
"274",2024-10-15,18.1
"275",2024-10-15 01:00:00,18.4
"276",2024-10-15 02:00:00,18.140499997139
"277",2024-10-15 03:00:00,18.0637195083539
"278",2024-10-15 04:00:00,18.1650000095367
"279",2024-10-15 05:00:00,18.3276999950409
"280",2024-10-15 06:00:00,18.2
"281",2024-10-15 07:00:00,18.0367886179354
"282",2024-10-15 08:00:00,18.2
"283",2024-10-15 09:00:00,18.0402390453384
"284",2024-10-15 10:00:00,18.2393162400129
"285",2024-10-15 11:00:00,18.1
"286",2024-10-15 12:00:00,18.487290643796
"287",2024-10-15 13:00:00,18.5
"288",2024-10-15 14:00:00,18.2
"289",2024-10-15 15:00:00,17.6186226854207
"290",2024-10-15 16:00:00,18.5
"291",2024-10-15 17:00:00,18.2736945817668
"292",2024-10-15 18:00:00,18.1
"293",2024-10-15 19:00:00,17.9568568979948
"294",2024-10-15 20:00:00,18.1395395347616
"295",2024-10-15 21:00:00,18.3443000078201
"296",2024-10-15 22:00:00,17.9
"297",2024-10-15 23:00:00,18.3156000137329
"298",2024-10-16,18.5571571629384
"299",2024-10-16 01:00:00,17.9
"300",2024-10-16 02:00:00,18.5667667674596
"301",2024-10-16 03:00:00,18.1700000047684
"302",2024-10-16 04:00:00,18.3944882118885
"303",2024-10-16 05:00:00,18.6200985197144
"304",2024-10-16 06:00:00,17.8715736108186
"305",2024-10-16 07:00:00,17.8109999895096
"306",2024-10-16 08:00:00,18.2743243288959
"307",2024-10-16 09:00:00,18.441414149685
"308",2024-10-16 10:00:00,18.0809458631357
"309",2024-10-16 11:00:00,18.2
"310",2024-10-16 12:00:00,18.3324553189437
"311",2024-10-16 13:00:00,17.6596058740708
"312",2024-10-16 14:00:00,17.8207317318421
"313",2024-10-16 15:00:00,17.825418712408
"314",2024-10-16 16:00:00,18.3452493133971
"315",2024-10-16 17:00:00,17.9677999973297
"316",2024-10-16 18:00:00,18.035755264925
"317",2024-10-16 19:00:00,18.2
"318",2024-10-16 20:00:00,18.2103896086662
"319",2024-10-16 21:00:00,17.9523373980785
"320",2024-10-16 22:00:00,18.1251999855041
"321",2024-10-16 23:00:00,18.3581300617005
"322",2024-10-17,18.7405512209213
"323",2024-10-17 01:00:00,18.896753238998
"324",2024-10-17 02:00:00,17.8739000082016
"325",2024-10-17 03:00:00,18.2360999822617
"326",2024-10-17 04:00:00,18.7340000152588
"327",2024-10-17 05:00:00,17.7170443233116
"328",2024-10-17 06:00:00,17.5801724095407
"329",2024-10-17 07:00:00,17.6369999885559
"330",2024-10-17 08:00:00,18.1114176878477
"331",2024-10-17 09:00:00,17.6330664597955
"332",2024-10-17 10:00:00,18.2537601203723
"333",2024-10-17 11:00:00,18.0835645849862
"334",2024-10-17 12:00:00,18.1999999765105
"335",2024-10-17 13:00:00,18.0353353814901
"336",2024-10-17 14:00:00,18.4212430498113
"337",2024-10-17 15:00:00,17.637350716576
"338",2024-10-17 16:00:00,17.9120197039475
"339",2024-10-17 17:00:00,18.9883999586105
"340",2024-10-17 18:00:00,18.2
"341",2024-10-17 19:00:00,18.5984985119722
"342",2024-10-17 20:00:00,17.9
"343",2024-10-17 21:00:00,15.9366366515438
"344",2024-10-17 22:00:00,18.5383954045111
"345",2024-10-17 23:00:00,18.3438438370353
"346",2024-10-18,18.1116750778794
"347",2024-10-18 01:00:00,18.1085713936727
"348",2024-10-18 02:00:00,17.8181280784475
"349",2024-10-18 03:00:00,17.9727727846698
"350",2024-10-18 04:00:00,18.1895999908447
"351",2024-10-18 05:00:00,18.2595959503521
"352",2024-10-18 06:00:00,18.1550561951261
"353",2024-10-18 07:00:00,17.9
"354",2024-10-18 08:00:00,18.0898522227426
"355",2024-10-18 09:00:00,17.9271999835968
"356",2024-10-18 10:00:00,17.9
"357",2024-10-18 11:00:00,17.9332247808284
"358",2024-10-18 12:00:00,17.9275590514226
"359",2024-10-18 13:00:00,18.0375999927521
"360",2024-10-18 14:00:00,18.1
"361",2024-10-18 15:00:00,17.5407999992371
"362",2024-10-18 16:00:00,18.0341463633291
"363",2024-10-18 17:00:00,18.1
"364",2024-10-18 18:00:00,17.9542682863301
"365",2024-10-18 19:00:00,17.9
"366",2024-10-18 20:00:00,17.9
"367",2024-10-18 21:00:00,17.9322000026703
"368",2024-10-18 22:00:00,17.9668549918944
"369",2024-10-18 23:00:00,17.823577242273
"370",2024-10-19,18
"371",2024-10-19 01:00:00,18.0850246334578
"372",2024-10-19 02:00:00,17.9
"373",2024-10-19 03:00:00,18.155999994278
"374",2024-10-19 04:00:00,17.8904761985857
"375",2024-10-19 05:00:00,17.8960629960063
"376",2024-10-19 06:00:00,18
"377",2024-10-19 07:00:00,17.9
"378",2024-10-19 08:00:00,17.9
"379",2024-10-19 09:00:00,17.8785000085831
"380",2024-10-19 10:00:00,17.9799349287899
"381",2024-10-19 11:00:00,17.9
"382",2024-10-19 12:00:00,17.9
