"X","time","Flow_intake","Flow_TSG","Conductivity_S_m","Fluorescence","FluorescenceUV","O2Concentration_ml_L","pH","salinity_PSU","Temperature_TSG_ITS_90","latitude","longitude"
77,"2024-10-06 19:00:00",999,17.9,4.02953525097243,0.544349610772401,1.49026459135822,6.31371658286895,8.109,31.4283509727687,16.4702642412336,42.2997322697695,65.5073326106107
78,"2024-10-06 20:00:00",999,18.2,3.98402359006181,0.762759006229882,1.5751,9.24145799739336,8.11,31.3035335403708,16.124373726707,42.4479397167494,65.4832213596058
79,"2024-10-06 21:00:00",999,17.6,4.002363,0.908993203922194,1.5561485437277,5.15755506010768,8.114,31.2524,16.3933,42.4497631662749,65.4828902510772
80,"2024-10-06 22:00:00",999,18.2205911417759,4.00848459222453,0.9035,1.5873,5.27289476814731,8.118,31.0947235525932,16.6638502008122,42.5448916490028,65.4834327973331
81,"2024-10-06 23:00:00",999,17.8683297355053,4.06367571553526,1.06862356075692,1.53232547974769,8.92273014808508,8.129,30.9826073298609,17.4239440314235,42.7059178778786,65.4837799019019
82,"2024-10-07",999,18.7352000236511,4.036053,1.16631321756217,1.5995,2.3642145000344,8.125,30.8890956967156,17.2385251639413,42.7596873333333,65.4837788390057
83,"2024-10-07 01:00:00",999,18.069565228208,4.04687105021664,0.928241525885828,1.5629,1.60565004530818,8.129,30.9102351520972,17.3316214389154,42.7836646428338,65.4866609398332
84,"2024-10-07 02:00:00",999,18,4.00806335580098,1.76528464311392,1.70754591122117,1.98879960860983,8.121,30.7960360191325,17.0472751376019,42.9258678021397,65.4701325357024
85,"2024-10-07 03:00:00",999,18.4969511988285,3.96259107519529,1.9815621853103,1.7827,3.69239907821003,8.109,30.7943025329953,16.5389351216106,42.9998332066667,65.4798696266667
86,"2024-10-07 04:00:00",999,17.7846305299305,3.97320037507414,2.01305617030196,1.75299975904556,5.51848682650217,8.11470499703424,30.7194852498517,16.7558375135306,43.0000016151151,65.4802492817818
87,"2024-10-07 05:00:00",999,18.1887195056206,3.979823,1.92748217026529,1.746,5.49424704009123,8.117,30.7025,16.85263,43.0016834376666,65.4841346666667
88,"2024-10-07 06:00:00",999,18,3.98124653111526,1.70588404438161,1.7582,3.45116955328722,8.11914698847246,30.7118017351584,16.8564076964553,43.0017256518185,65.4842167574241
89,"2024-10-07 07:00:00",999,18.0792999982834,3.99311218867031,1.57860865559309,1.72856378146897,6.26690003506908,8.11985400879876,30.8151318308493,16.8546220981415,43.0184674104105,65.4804523328328
90,"2024-10-07 08:00:00",999,17.8271341189355,4.0424534434692,0.880756669941456,1.48432833497073,7.49019285103733,8.1282715852363,31.1781814755709,16.9339104905271,43.1748921336322,65.4804864139138
91,"2024-10-07 09:00:00",999,18.1,4.03595773394136,1.1477,1.6606,3.58477440637559,8.125,30.8648064612582,17.2693139047652,43.2501419566667,65.4800981833333
92,"2024-10-07 10:00:00",999,18.1684557413639,4.00329143900433,1.1722,1.6972,4.07654986940435,8.12217195021663,30.644330317013,17.1930566974286,43.2454696048333,65.5979882795003
93,"2024-10-07 11:00:00",999,18.0389227550431,3.92705253230324,1.05698217650082,1.92388217650082,6.70537818806008,8.078,30.8861718143731,16.0202522143941,43.250304496,65.8507994066693
94,"2024-10-07 12:00:00",999,18.0569000005722,3.91706687577395,1.3187,2.0269,3.94495060691537,8.065,30.8480269853295,15.9568177436226,43.2628034525013,66.1182864711679
95,"2024-10-07 13:00:00",999,18,3.88724661468114,1.15311651369171,1.9536,4.55694830701967,8.066,30.9704715596398,15.4640037614839,43.4302047310029,66.246149179669
96,"2024-10-07 14:00:00",999,18.2,3.91902,1.0012,1.7827,5.16894600712397,8.098,31.0534,15.71599,43.6018814386711,66.3745537558354
97,"2024-10-07 15:00:00",999,18.2526365344806,3.90153099559996,0.73937723555103,1.98884552889794,5.78094370722827,8.066,30.9260999599997,15.68154,43.7515796066663,66.400804706667
98,"2024-10-07 16:00:00",999,18.0392999887466,3.90929594021644,0.831670290088419,1.9414,5.08614313181024,8.075,30.9420775362281,15.7486418115877,43.7510893334999,66.3991160714999
99,"2024-10-07 17:00:00",999,18.2,3.9571855343961,1.5234466598461,1.73920059816201,3.72098614412761,8.115,31.0761656031883,16.1148297407727,43.7302366146676,66.5462919886608
100,"2024-10-07 18:00:00",999,18.2,3.95177561589504,2.31316955636872,1.65386955636872,5.43855256329034,8.121,31.3829754165088,15.6651698212861,43.6932645632294,66.7759411306352
101,"2024-10-07 19:00:00",999,17.9521653733163,3.925170735386,3.8217,1.76915437417279,12.4023888755006,8.121,31.947049979943,14.6724394932359,43.6801010826667,66.851656896
102,"2024-10-07 20:00:00",999,18.1204268274215,3.93923949969514,4.71697233329133,1.83825283037045,5.95001143612571,8.12376755343051,32.1429287658045,14.5898331365125,43.6567494760004,66.9705441421638
103,"2024-10-07 21:00:00",999,18.1,3.941668,4.15795610180769,1.80161756706011,7.15485682522102,8.131,32.364257022796,14.3505360664423,43.6251900916673,67.2112172916635
104,"2024-10-07 22:00:00",999,17.9122967536063,3.965492,3.37170486070521,1.75700490160559,3.67734457888504,8.144,32.3110304922056,14.6747799339636,43.6077767716667,67.3030778591667
105,"2024-10-07 23:00:00",999,18.2,3.967684,3.17451069562101,1.76377856705985,7.24264156770113,8.144,32.2912847280916,14.7224900742327,43.600492851518,67.3426380625645
106,"2024-10-08",999,18.1,3.98344500360256,2.92704609878171,1.8315,4.87233401317758,8.147,32.1687659063334,15.0429944538294,43.5696714976303,67.5809545005117
107,"2024-10-08 01:00:00",999,17.9,4.053023,1.86253495890019,1.88591065619079,3.95505246837442,8.134,32.0080719245451,16.0004901826187,43.5397908163334,67.7515061433332
108,"2024-10-08 02:00:00",999,18.2,4.059704,1.65155824440257,1.89923397792239,3.03777092357126,8.134,31.9724,16.11774,43.539693511011,67.7529105275273
109,"2024-10-08 03:00:00",999,18.0896896954232,4.05865269112665,1.67172717847316,1.88699080757295,2.12048937876809,8.134,31.9814384446665,16.0950198983048,43.5619970914228,67.718622513183
110,"2024-10-08 04:00:00",999,17.9271999835968,3.93647627488074,3.138,1.8193,6.04030683179143,8.141,32.3831210674197,14.2712604815491,43.6975718619503,67.5336263282863
111,"2024-10-08 05:00:00",999,18.1815999984741,3.986526,2.71357525463072,1.8193,5.24286285071447,8.13084036809655,32.199847889571,15.0389933306743,43.8238425271649,67.3524045913356
112,"2024-10-08 06:00:00",999,18,3.99136569073767,2.89669441928837,1.82494973000372,4.02769495224197,8.13031546311628,32.2216926185247,15.065342408475,43.9438916703326,67.1679395076678
113,"2024-10-08 07:00:00",999,18.1740947068426,3.9287449419865,3.41224728938002,1.7949,5.70094542854013,8.13285157028853,32.1446720744015,14.4724393958748,44.0624293829992,66.9857518388346
114,"2024-10-08 08:00:00",999,17.9672672715674,3.82020234386741,1.26415515120049,1.98455515120049,4.95004377631859,8.0731492299018,31.271955191115,14.3302460170935,44.1761975653334,66.8076396439998
115,"2024-10-08 09:00:00",999,17.9644628058463,3.74778169804957,1.42947594768296,1.99107594768296,3.70304259771229,8.043,31.7675574391923,12.9139177722579,44.2772042835009,66.6388619178318
116,"2024-10-08 10:00:00",999,18,3.76788756933313,1.35448960444286,1.98450519777857,6.42606035387076,8.051,31.7142664258653,13.2032926971198,44.3819588000014,66.4635665499977
