"","time","salinity_PSU"
"355",2024-10-18 09:00:00,29.9672
"356",2024-10-18 10:00:00,29.978111180128
"357",2024-10-18 11:00:00,30.0009073786429
"358",2024-10-18 12:00:00,29.816705797096
"359",2024-10-18 13:00:00,30.0024
"360",2024-10-18 14:00:00,30.0188682936537
"361",2024-10-18 15:00:00,29.8168892178383
"362",2024-10-18 16:00:00,29.7690878175643
"363",2024-10-18 17:00:00,29.6914209269756
"364",2024-10-18 18:00:00,29.8697061594395
"365",2024-10-18 19:00:00,30.0712065004839
"366",2024-10-18 20:00:00,30.0809512140903
"367",2024-10-18 21:00:00,29.8494677966044
"368",2024-10-18 22:00:00,30.0761986152919
"369",2024-10-18 23:00:00,29.6248007601637
"370",2024-10-19,29.6024148983076
"371",2024-10-19 01:00:00,29.610452910593
"372",2024-10-19 02:00:00,29.5491599521451
"373",2024-10-19 03:00:00,30.2594040808637
"374",2024-10-19 04:00:00,30.1813
"375",2024-10-19 05:00:00,30.5286054410753
"376",2024-10-19 06:00:00,31.1508050448422
"377",2024-10-19 07:00:00,31.1082071400041
"378",2024-10-19 08:00:00,29.5157
"379",2024-10-19 09:00:00,29.5079475694993
"380",2024-10-19 10:00:00,29.0902106102926
"381",2024-10-19 11:00:00,28.9281176801179
"382",2024-10-19 12:00:00,29.0715449528156
"383",2024-10-19 13:00:00,29.9843372666322
"384",2024-10-19 14:00:00,30.7458262014086
"385",2024-10-19 15:00:00,30.9942275135612
"386",2024-10-19 16:00:00,31.1023334596199
"387",2024-10-19 17:00:00,31.1594
"388",2024-10-19 18:00:00,31.3099
"389",2024-10-19 19:00:00,30.9043182420316
"390",2024-10-19 20:00:00,31.1099768353819
"391",2024-10-19 21:00:00,30.9951133453734
"392",2024-10-19 22:00:00,29.6541309134846
"393",2024-10-19 23:00:00,29.0557687936234
"394",2024-10-20,29.0693
"395",2024-10-20 01:00:00,29.0138613445357
"396",2024-10-20 02:00:00,29.0266644067722
"397",2024-10-20 03:00:00,29.4662985506665
"398",2024-10-20 04:00:00,29.7748989662113
"399",2024-10-20 05:00:00,31.1278741748376
"400",2024-10-20 06:00:00,31.025
"401",2024-10-20 07:00:00,31.0318275054912
"402",2024-10-20 08:00:00,30.8838723972908
"403",2024-10-20 09:00:00,31.3569
"404",2024-10-20 10:00:00,31.3605651260461
"405",2024-10-20 11:00:00,31.8686849249046
"406",2024-10-20 12:00:00,31.6470951238162
"407",2024-10-20 13:00:00,31.4124886517748
"408",2024-10-20 14:00:00,31.230454304661
"409",2024-10-20 15:00:00,31.4037473161059
"410",2024-10-20 16:00:00,31.469420084087
"411",2024-10-20 17:00:00,31.4055245725565
"412",2024-10-20 18:00:00,31.0829007225188
"413",2024-10-20 19:00:00,31.0835897651972
"414",2024-10-20 20:00:00,31.8300481450711
