"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-10-03 14:32:36.508,0,19.44412,0.020402,0.3663,5.64,0.1465,6.3094030024752,0.1105
"2",2024-10-03 14:32:41.522,0,19.44412,0.020402,0.3297,5.64,0.1343,6.31752192963454,0.1105
"3",2024-10-03 14:32:46.521,0,19.44476,0.020402,0.3419,5.64,0.1343,6.31737193807061,0.1105
"4",2024-10-03 14:32:51.504,0,19.44545,0.020402,0.3663,5.636,0.1465,6.30909169839611,0.1105
"5",2024-10-03 14:32:56.518,0,19.4461,0.020402,0.3663,5.603,0.1465,6.31705790844402,0.1105
"6",2024-10-03 14:33:01.502,0,19.4461,0.020402,0.3663,5.636,0.1343,6.31705790844402,0.1105
"7",2024-10-03 14:33:06.516,0,19.44679,0.020402,0.3419,5.64,0.1343,6.31689621465096,0.1105
"8",2024-10-03 14:33:11.515,0,19.44743,0.020402,0.3419,5.59,0.1465,6.31674624267872,0.1105
"9",2024-10-03 14:33:16.514,0,19.44812,0.020402,0.3541,5.645,0.1343,6.31658455940645,0.1105
"10",2024-10-03 14:33:21.512,0,19.44812,0.020402,0.3785,5.677,0.1343,6.31658455940645,0.1105
"11",2024-10-03 14:33:26.511,0,19.44877,0.020402,0.3419,5.787,0.1343,6.31643225406991,0.1105
"12",2024-10-03 14:33:31.51,0,19.44877,0.020402,0.3541,5.755,0.1465,6.31643225406991,0.1105
"13",2024-10-03 14:33:36.493,0,19.4501,0.020402,0.3541,5.778,0.1343,6.31612062901317,0.1105
"14",2024-10-03 14:33:41.524,0,19.4501,0.020402,0.3541,5.787,0.1343,6.31612062901317,0.1105
"15",2024-10-03 14:33:46.507,0,19.45079,0.020402,0.3541,5.773,0.1465,6.31595896685915,0.1105
"16",2024-10-03 14:33:51.521,0,19.45144,0.020402,0.3419,5.76,0.1343,6.32393698354271,0.1105
"17",2024-10-03 14:33:56.489,0,19.45144,0.020402,0.3785,5.737,0.1343,6.32393698354271,0.1105
"18",2024-10-03 14:34:01.519,0,19.45208,0.020402,0.3419,5.728,0.1343,6.31565674355682,0.1105
"19",2024-10-03 14:34:06.502,0,19.45208,0.020402,0.3785,5.718,0.1465,6.31565674355682,0.1105
"20",2024-10-03 14:34:11.516,0,19.45277,0.020402,0.3541,5.677,0.1343,6.32362500679563,0.1105
"21",2024-10-03 14:34:16.515,0,19.45342,0.020402,0.3419,5.668,0.1343,6.323472544341,0.1105
"22",2024-10-03 14:34:21.498,0,19.45411,0.020402,0.3663,5.769,0.1465,6.32331070488611,0.1105
"23",2024-10-03 14:34:26.513,0,19.45475,0.020402,0.3419,5.76,0.1343,6.3231605978113,0.1105
"24",2024-10-03 14:34:31.504,0,19.45544,0.020402,0.3419,5.751,0.1343,6.3229987688859,0.1105
"25",2024-10-03 14:34:36.504,0,19.45544,0.020402,0.3785,5.737,0.1465,6.3229987688859,0.1105
