"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-10-10 00:00:02.595,16.69316,16.85125,4.089314,1.9292,8.14,1.2088,5.04313119257457,31.6463
"2",2024-10-10 00:00:07.61,16.6886,16.85058,4.089314,1.9414,8.145,1.2698,5.043237615873,31.6469
"3",2024-10-10 00:00:12.593,16.68616,16.85058,4.089314,1.9292,8.14,1.2454,5.043237615873,31.6469
"4",2024-10-10 00:00:17.623,16.68931,16.84986,4.089213,1.9414,8.145,1.2943,5.04338083935167,31.6466
"5",2024-10-10 00:00:22.606,16.68843,16.84986,4.089115,1.9414,8.145,1.2454,5.04340832674819,31.6457
"6",2024-10-10 00:00:27.621,16.6875,16.84919,4.089115,1.9292,8.14,1.2821,5.04351781204559,31.6462
"7",2024-10-10 00:00:32.62,16.68919,16.84847,4.089115,1.9414,8.14,1.2576,5.04363355678491,31.6468
"8",2024-10-10 00:00:37.603,16.69011,16.84847,4.089115,1.9292,8.145,1.2332,5.04363355678491,31.6468
"9",2024-10-10 00:00:42.617,16.69132,16.84781,4.089115,1.9292,8.14,1.221,5.04374118647326,31.6473
"10",2024-10-10 00:00:47.616,16.69234,16.84781,4.089115,1.9414,8.14,1.2332,5.04374118647326,31.6473
"11",2024-10-10 00:00:52.615,16.68821,16.84781,4.089014,1.9414,8.145,1.3187,5.04376562183291,31.6465
"12",2024-10-10 00:00:57.614,16.68991,16.84709,4.089014,1.9414,8.145,1.2698,5.04388442867215,31.647
"13",2024-10-10 00:01:02.613,16.68876,16.84642,4.089014,1.9902,8.14,1.2576,5.0502479754556,31.6475
"14",2024-10-10 00:01:07.611,16.68723,16.84642,4.088916,1.9414,8.14,1.2698,5.04401836461951,31.6467
"15",2024-10-10 00:01:12.61,16.6739,16.84642,4.088916,1.9292,8.145,1.2332,5.04401836461951,31.6467
"16",2024-10-10 00:01:17.609,16.68653,16.84575,4.088916,1.9414,8.145,1.2821,5.04412786756961,31.6472
"17",2024-10-10 00:01:22.623,16.68428,16.84575,4.088916,1.9414,8.14,1.1722,5.04412786756961,31.6472
"18",2024-10-10 00:01:27.622,16.68135,16.84575,4.088815,1.9414,8.145,1.2576,5.04415230518232,31.6464
"19",2024-10-10 00:01:32.606,16.64231,16.84503,4.088815,1.9414,8.145,1.1844,5.04427112410267,31.6469
"20",2024-10-10 00:01:37.604,16.62907,16.84437,4.088815,1.9414,8.14,1.2088,5.04437877187301,31.6474
"21",2024-10-10 00:01:42.619,16.67035,16.84365,4.088815,1.9414,8.14,1.2576,5.04449454297472,31.648
"22",2024-10-10 00:01:47.618,16.69046,16.84298,4.088815,1.9292,8.145,1.2576,5.04460405973634,31.6485
"23",2024-10-10 00:01:52.632,16.69721,16.84226,4.088714,1.9414,8.14,1.3187,5.05100229220327,31.6482
"24",2024-10-10 00:01:57.615,16.69987,16.84226,4.088714,1.9292,8.14,1.2454,5.04474733406511,31.6482
"25",2024-10-10 00:02:02.63,16.69754,16.84088,4.088714,1.9536,8.145,1.2454,5.04497078113999,31.6493
"26",2024-10-10 00:02:07.597,16.69398,16.84021,4.088714,1.9414,8.145,1.2576,5.0450803117151,31.6498
"27",2024-10-10 00:02:12.627,16.69246,16.83949,4.088616,1.9292,8.14,1.1844,5.04522054834007,31.6496
"28",2024-10-10 00:02:17.611,16.68757,16.83882,4.088515,1.9536,8.14,1.2332,5.04535758645797,31.6492
"29",2024-10-10 00:02:22.609,16.68293,16.8381,4.088417,1.9414,8.145,1.2332,5.04550088881089,31.6489
"30",2024-10-10 00:02:27.608,16.68092,16.8381,4.088417,1.9414,8.14,1.1966,5.05175675758761,31.6489
"31",2024-10-10 00:02:32.623,16.67917,16.83744,4.088417,1.9414,8.14,1.2332,5.04560551578647,31.6495
"32",2024-10-10 00:02:37.606,16.68152,16.83744,4.088417,1.9536,8.145,1.2332,5.04560551578647,31.6495
"33",2024-10-10 00:02:42.605,16.68271,16.83744,4.088316,1.9292,8.145,1.1966,5.04563301789413,31.6486
"34",2024-10-10 00:02:47.619,16.68735,16.83672,4.086321,1.9292,8.14,1.2454,5.04627752267393,31.6319
"35",2024-10-10 00:02:52.618,16.6877,16.83672,4.087517,1.9292,8.14,1.2088,5.04595968775351,31.6423
"36",2024-10-10 00:02:57.617,16.68901,16.83605,4.088215,1.9414,8.145,1.2088,5.04588588414842,31.6488
"37",2024-10-10 00:03:02.6,16.68915,16.83605,4.088316,1.9536,8.14,1.2332,5.04585838037334,31.6497
"38",2024-10-10 00:03:07.599,16.68763,16.83605,4.088215,1.9658,8.14,1.1966,5.04588588414842,31.6488
"39",2024-10-10 00:03:12.629,16.68989,16.83605,4.088215,1.9414,8.145,1.2088,5.04588588414842,31.6488
"40",2024-10-10 00:03:17.597,16.68766,16.83605,4.088215,1.9536,8.145,1.1966,5.04588588414842,31.6488
"41",2024-10-10 00:03:22.611,16.6888,16.83605,4.088117,1.9414,8.14,1.1966,5.03966354321118,31.648
"42",2024-10-10 00:03:27.61,16.68984,16.83605,4.088117,1.9414,8.14,1.1966,5.04591033207221,31.648
"43",2024-10-10 00:03:32.624,16.687,16.83605,4.088117,1.9414,8.145,1.2088,5.03966354321118,31.648
"44",2024-10-10 00:03:37.607,16.68696,16.83672,4.088215,1.9414,8.145,1.2698,5.04577633040466,31.6483
"45",2024-10-10 00:03:42.606,16.68848,16.83744,4.088215,1.9414,8.14,1.1111,5.04566052014914,31.6477
"46",2024-10-10 00:03:47.605,16.68934,16.8381,4.088215,1.9414,8.145,1.1966,5.04555283602096,31.6472
"47",2024-10-10 00:03:52.62,16.68674,16.83882,4.088215,1.9536,8.145,1.2088,5.0391908139883,31.6466
"48",2024-10-10 00:03:57.618,16.68837,16.8381,4.088215,1.9414,8.14,1.1844,5.04555283602096,31.6472
"49",2024-10-10 00:04:02.602,16.68506,16.83882,4.088215,1.9414,8.14,1.16,5.04543703265923,31.6466
"50",2024-10-10 00:04:07.632,16.68062,16.8381,4.088316,1.9414,8.145,1.1966,5.04552533449131,31.6481
"51",2024-10-10 00:04:12.599,16.67737,16.83882,4.088316,1.9414,8.14,1.16,5.04540953191194,31.6475
"52",2024-10-10 00:04:17.614,16.66376,16.8381,4.088316,1.9414,8.14,1.1844,5.04552533449131,31.6481
"53",2024-10-10 00:04:22.597,16.6771,16.83882,4.088316,1.9414,8.145,1.2088,5.04540953191194,31.6475
"54",2024-10-10 00:04:27.611,16.66069,16.8381,4.088316,1.9414,8.145,1.1966,5.04552533449131,31.6481
"55",2024-10-10 00:04:32.61,16.67503,16.8381,4.088417,1.9414,8.14,1.1966,5.04550088881089,31.6489
"56",2024-10-10 00:04:37.609,16.66936,16.83744,4.088417,1.9414,8.14,1.1966,5.04560551578647,31.6495
