"","time","Temperature_intake_ITS_90","Temperature_TSG_ITS_90","Conductivity_S_m","FluorescenceUV","pH","Fluorescence","O2Concentration_ml_L","salinity_PSU"
"1",2024-10-16 00:00:03.646,13.67383,13.84257,3.707355,1.7949,8.147,1.2088,NA,30.6313
"2",2024-10-16 00:00:08.661,13.69205,13.84187,3.707355,1.8071,8.147,1.1477,NA,30.6319
"3",2024-10-16 00:00:13.66,13.70439,13.84187,3.707355,1.7827,8.147,1.16,2.04453021804388,30.6319
"4",2024-10-16 00:00:18.658,13.68887,13.84187,3.707355,1.7949,8.147,1.1477,NA,30.6319
"5",2024-10-16 00:00:23.642,13.67923,13.84187,3.707355,1.7949,8.147,1.16,1.46385431603435,30.6319
"6",2024-10-16 00:00:28.656,13.68684,13.84187,3.707355,1.7949,8.147,1.1355,NA,30.6319
"7",2024-10-16 00:00:33.655,13.68104,13.84187,3.707255,1.7949,8.147,1.2088,4.3914042927652,30.631
"8",2024-10-16 00:00:38.638,13.70125,13.84187,3.707255,1.7949,8.147,1.1477,NA,30.631
"9",2024-10-16 00:00:43.653,13.69416,13.84112,3.707255,1.7827,8.147,1.16,4.08755406979247,30.6316
"10",2024-10-16 00:00:48.667,13.69581,13.84187,3.707255,1.7949,8.147,1.1355,NA,30.631
"11",2024-10-16 00:00:53.635,13.676,13.84187,3.707255,1.8071,8.147,1.1477,8.70790841520848,30.631
"12",2024-10-16 00:00:58.649,13.71219,13.84187,3.707255,1.7949,8.147,1.16,NA,30.631
"13",2024-10-16 00:01:03.648,13.67918,13.84187,3.707255,1.7827,8.147,1.16,4.77742164170892,30.631
"14",2024-10-16 00:01:08.647,13.70627,13.84112,3.707255,1.7949,8.147,1.0989,1.81212453096517,30.6316
"15",2024-10-16 00:01:13.646,13.68964,13.84112,3.707255,1.7949,8.147,1.1233,NA,30.6316
"16",2024-10-16 00:01:18.644,13.69121,13.84112,3.707255,1.7949,8.147,1.16,NA,30.6316
"17",2024-10-16 00:01:23.643,13.67719,13.84187,3.707255,1.8071,8.147,1.1233,3.15123718603552,30.631
"18",2024-10-16 00:01:28.642,13.68257,13.84187,3.707255,1.7949,8.147,1.1722,NA,30.631
"19",2024-10-16 00:01:33.656,13.69067,13.84187,3.707355,1.7949,8.147,1.1111,1.40722063129185,30.6319
"20",2024-10-16 00:01:38.655,13.69123,13.84187,3.707355,1.7949,8.147,1.16,NA,30.6319
"21",2024-10-16 00:01:43.67,13.6725,13.84187,3.707355,1.7949,8.147,1.1355,8.11694684745998,30.6319
"22",2024-10-16 00:01:48.637,13.67085,13.84257,3.707355,1.8071,8.147,1.1477,NA,30.6313
"23",2024-10-16 00:01:53.636,13.68138,13.84257,3.707355,1.8193,8.147,1.1844,2.77624929347694,30.6313
"24",2024-10-16 00:01:58.635,13.67125,13.84332,3.707455,1.7827,8.147,1.16,4.63697864899561,30.6317
"25",2024-10-16 00:02:03.665,13.66951,13.84332,3.707455,1.7949,8.147,1.1844,NA,30.6317
"26",2024-10-16 00:02:08.648,13.67146,13.84332,3.707555,1.7949,8.147,1.16,NA,30.6326
"27",2024-10-16 00:02:13.663,13.68025,13.84332,3.707555,1.7949,8.147,1.1722,6.15442202424738,30.6326
"28",2024-10-16 00:02:18.646,13.6651,13.84332,3.707555,1.8193,8.147,1.1233,4.58221318988365,30.6326
"29",2024-10-16 00:02:23.645,13.68809,13.84332,3.707656,1.7949,8.147,1.16,NA,30.6335
"30",2024-10-16 00:02:28.643,13.67619,13.84402,3.707655,1.7949,8.147,1.1722,NA,30.6329
"31",2024-10-16 00:02:33.642,13.67588,13.84402,3.707655,1.7827,8.147,1.1477,NA,30.6329
"32",2024-10-16 00:02:38.641,13.67148,13.84477,3.707756,1.7827,8.147,1.1355,9.80320799202007,30.6333
"33",2024-10-16 00:02:43.64,13.68989,13.84477,3.707756,1.8071,8.147,1.1355,8.58389111592004,30.6333
"34",2024-10-16 00:02:48.639,13.6797,13.84547,3.707852,1.7949,8.147,1.1477,NA,30.6336
"35",2024-10-16 00:02:53.653,13.68012,13.84622,3.707852,1.7949,8.147,1.16,2.71100755785022,30.633
"36",2024-10-16 00:02:58.636,13.67203,13.84691,3.707953,1.7949,8.147,1.1966,1.61969450483079,30.6334
"37",2024-10-16 00:03:03.651,13.70008,13.84766,3.708153,1.7827,8.147,1.1477,NA,30.6346
"38",2024-10-16 00:03:08.634,13.68623,13.84836,3.708253,1.7827,8.147,1.16,11.061413322872,30.635
